frequency,power
11529,1.68638e-11
11538,1.6847e-11
11547,1.68302e-11
11556,1.68135e-11
11565,1.67968e-11
11574,1.67801e-11
11583,1.67635e-11
11592,1.6747e-11
11601,1.67305e-11
11610,1.6714e-11
11619,1.66976e-11
11628,1.66812e-11
11637,1.66649e-11
11646,1.66486e-11
11655,1.66323e-11
11664,1.66161e-11
11673,1.66e-11
11682,1.65839e-11
11691,1.65678e-11
11700,1.65518e-11
11709,1.65358e-11
11718,1.65199e-11
11727,1.6504e-11
11736,1.64881e-11
11745,1.64723e-11
11754,1.64566e-11
11763,1.64409e-11
11772,1.64252e-11
11781,1.64095e-11
11790,1.6394e-11
11799,1.63784e-11
11808,1.63629e-11
11817,1.63474e-11
11826,1.6332e-11
11835,1.63166e-11
11844,1.63013e-11
11853,1.6286e-11
11862,1.62708e-11
11871,1.62555e-11
11880,1.62404e-11
11889,1.62252e-11
11898,1.62102e-11
11907,1.61951e-11
11916,1.61801e-11
11925,1.61651e-11
11934,1.61502e-11
11943,1.61353e-11
11952,1.61205e-11
11961,1.61057e-11
11970,1.60909e-11
11979,1.60762e-11
11988,1.60615e-11
11997,1.60469e-11
12006,1.60323e-11
12015,1.60177e-11
12024,1.60032e-11
12033,1.59887e-11
12042,1.59743e-11
12051,1.59599e-11
12060,1.59455e-11
12069,1.59312e-11
12078,1.59169e-11
12087,1.59026e-11
12096,1.58884e-11
12105,1.58743e-11
12114,1.58601e-11
12123,1.5846e-11
12132,1.5832e-11
12141,1.5818e-11
12150,1.5804e-11
12159,1.579e-11
12168,1.57761e-11
12177,1.57623e-11
12186,1.57484e-11
12195,1.57347e-11
12204,1.57209e-11
12213,1.57072e-11
12222,1.56935e-11
12231,1.56799e-11
12240,1.56663e-11
12249,1.56527e-11
12258,1.56392e-11
12267,1.56257e-11
12276,1.56122e-11
12285,1.55988e-11
12294,1.55854e-11
12303,1.55721e-11
12312,1.55588e-11
12321,1.55455e-11
12330,1.55323e-11
12339,1.55191e-11
12348,1.55059e-11
12357,1.54928e-11
12366,1.54797e-11
12375,1.54666e-11
12384,1.54536e-11
12393,1.54406e-11
12402,1.54277e-11
12411,1.54148e-11
12420,1.54019e-11
12429,1.53891e-11
12438,1.53763e-11
12447,1.53635e-11
12456,1.53507e-11
12465,1.5338e-11
12474,1.53254e-11
12483,1.53127e-11
12492,1.53001e-11
12501,1.52876e-11
12510,1.5275e-11
12519,1.52625e-11
12528,1.52501e-11
12537,1.52377e-11
12546,1.52253e-11
12555,1.52129e-11
12564,1.52006e-11
12573,1.51883e-11
12582,1.5176e-11
12591,1.51638e-11
12600,1.51516e-11
12609,1.51395e-11
12618,1.51273e-11
12627,1.51152e-11
12636,1.51032e-11
12645,1.50912e-11
12654,1.50792e-11
12663,1.50672e-11
12672,1.50553e-11
12681,1.50434e-11
12690,1.50315e-11
12699,1.50197e-11
12708,1.50079e-11
12717,1.49961e-11
12726,1.49844e-11
12735,1.49727e-11
12744,1.49611e-11
12753,1.49494e-11
12762,1.49378e-11
12771,1.49263e-11
12780,1.49147e-11
12789,1.49032e-11
12798,1.48917e-11
12807,1.48803e-11
12816,1.48689e-11
12825,1.48575e-11
12834,1.48462e-11
12843,1.48348e-11
12852,1.48236e-11
12861,1.48123e-11
12870,1.48011e-11
12879,1.47899e-11
12888,1.47787e-11
12897,1.47676e-11
12906,1.47565e-11
12915,1.47454e-11
12924,1.47344e-11
12933,1.47234e-11
12942,1.47124e-11
12951,1.47015e-11
12960,1.46906e-11
12969,1.46797e-11
12978,1.46688e-11
12987,1.4658e-11
12996,1.46472e-11
13005,1.46364e-11
13014,1.46257e-11
13023,1.4615e-11
13032,1.46043e-11
13041,1.45937e-11
13050,1.45831e-11
13059,1.45725e-11
13068,1.45619e-11
13077,1.45514e-11
13086,1.45409e-11
13095,1.45304e-11
13104,1.452e-11
13113,1.45096e-11
13122,1.44992e-11
13131,1.44889e-11
13140,1.44785e-11
13149,1.44682e-11
13158,1.4458e-11
13167,1.44477e-11
13176,1.44375e-11
13185,1.44274e-11
13194,1.44172e-11
13203,1.44071e-11
13212,1.4397e-11
13221,1.43869e-11
13230,1.43769e-11
13239,1.43669e-11
13248,1.43569e-11
13257,1.4347e-11
13266,1.4337e-11
13275,1.43271e-11
13284,1.43173e-11
13293,1.43074e-11
13302,1.42976e-11
13311,1.42878e-11
13320,1.42781e-11
13329,1.42684e-11
13338,1.42587e-11
13347,1.4249e-11
13356,1.42394e-11
13365,1.42297e-11
13374,1.42201e-11
13383,1.42106e-11
13392,1.4201e-11
13401,1.41915e-11
13410,1.41821e-11
13419,1.41726e-11
13428,1.41632e-11
13437,1.41538e-11
13446,1.41444e-11
13455,1.41351e-11
13464,1.41257e-11
13473,1.41164e-11
13482,1.41072e-11
13491,1.40979e-11
13500,1.40887e-11
13509,1.40795e-11
13518,1.40704e-11
13527,1.40612e-11
13536,1.40521e-11
13545,1.40431e-11
13554,1.4034e-11
13563,1.4025e-11
13572,1.4016e-11
13581,1.4007e-11
13590,1.3998e-11
13599,1.39891e-11
13608,1.39802e-11
13617,1.39713e-11
13626,1.39625e-11
13635,1.39537e-11
13644,1.39449e-11
13653,1.39361e-11
13662,1.39274e-11
13671,1.39186e-11
13680,1.39099e-11
13689,1.39013e-11
13698,1.38926e-11
13707,1.3884e-11
13716,1.38754e-11
13725,1.38668e-11
13734,1.38583e-11
13743,1.38498e-11
13752,1.38413e-11
13761,1.38328e-11
13770,1.38244e-11
13779,1.3816e-11
13788,1.38076e-11
13797,1.37992e-11
13806,1.37909e-11
13815,1.37825e-11
13824,1.37742e-11
13833,1.3766e-11
13842,1.37577e-11
13851,1.37495e-11
13860,1.37413e-11
13869,1.37331e-11
13878,1.3725e-11
13887,1.37169e-11
13896,1.37088e-11
13905,1.37007e-11
13914,1.36926e-11
13923,1.36846e-11
13932,1.36766e-11
13941,1.36686e-11
13950,1.36607e-11
13959,1.36527e-11
13968,1.36448e-11
13977,1.36369e-11
13986,1.36291e-11
13995,1.36212e-11
14004,1.36134e-11
14013,1.36056e-11
14022,1.35979e-11
14031,1.35901e-11
14040,1.35824e-11
14049,1.35747e-11
14058,1.3567e-11
14067,1.35594e-11
14076,1.35518e-11
14085,1.35442e-11
14094,1.35366e-11
14103,1.3529e-11
14112,1.35215e-11
14121,1.3514e-11
14130,1.35065e-11
14139,1.3499e-11
14148,1.34916e-11
14157,1.34842e-11
14166,1.34768e-11
14175,1.34694e-11
14184,1.3462e-11
14193,1.34547e-11
14202,1.34474e-11
14211,1.34401e-11
14220,1.34329e-11
14229,1.34256e-11
14238,1.34184e-11
14247,1.34112e-11
14256,1.3404e-11
14265,1.33969e-11
14274,1.33898e-11
14283,1.33827e-11
14292,1.33756e-11
14301,1.33685e-11
14310,1.33615e-11
14319,1.33545e-11
14328,1.33475e-11
14337,1.33405e-11
14346,1.33336e-11
14355,1.33266e-11
14364,1.33197e-11
14373,1.33128e-11
14382,1.3306e-11
14391,1.32991e-11
14400,1.32923e-11
14409,1.32855e-11
14418,1.32788e-11
14427,1.3272e-11
14436,1.32653e-11
14445,1.32586e-11
14454,1.32519e-11
14463,1.32452e-11
14472,1.32386e-11
14481,1.32319e-11
14490,1.32253e-11
14499,1.32187e-11
14508,1.32122e-11
14517,1.32057e-11
14526,1.31991e-11
14535,1.31926e-11
14544,1.31862e-11
14553,1.31797e-11
14562,1.31733e-11
14571,1.31669e-11
14580,1.31605e-11
14589,1.31541e-11
14598,1.31477e-11
14607,1.31414e-11
14616,1.31351e-11
14625,1.31288e-11
14634,1.31226e-11
14643,1.31163e-11
14652,1.31101e-11
14661,1.31039e-11
14670,1.30977e-11
14679,1.30915e-11
14688,1.30854e-11
14697,1.30793e-11
14706,1.30732e-11
14715,1.30671e-11
14724,1.3061e-11
14733,1.3055e-11
14742,1.3049e-11
14751,1.3043e-11
14760,1.3037e-11
14769,1.3031e-11
14778,1.30251e-11
14787,1.30192e-11
14796,1.30133e-11
14805,1.30074e-11
14814,1.30015e-11
14823,1.29957e-11
14832,1.29899e-11
14841,1.29841e-11
14850,1.29783e-11
14859,1.29725e-11
14868,1.29668e-11
14877,1.29611e-11
14886,1.29554e-11
14895,1.29497e-11
14904,1.2944e-11
14913,1.29384e-11
14922,1.29328e-11
14931,1.29272e-11
14940,1.29216e-11
14949,1.2916e-11
14958,1.29105e-11
14967,1.2905e-11
14976,1.28995e-11
14985,1.2894e-11
14994,1.28885e-11
15003,1.28831e-11
15012,1.28777e-11
15021,1.28722e-11
15030,1.28669e-11
15039,1.28615e-11
15048,1.28561e-11
15057,1.28508e-11
15066,1.28455e-11
15075,1.28402e-11
15084,1.28349e-11
15093,1.28297e-11
15102,1.28245e-11
15111,1.28193e-11
15120,1.28141e-11
15129,1.28089e-11
15138,1.28037e-11
15147,1.27986e-11
15156,1.27935e-11
15165,1.27884e-11
15174,1.27833e-11
15183,1.27782e-11
15192,1.27732e-11
15201,1.27682e-11
15210,1.27632e-11
15219,1.27582e-11
15228,1.27532e-11
15237,1.27482e-11
15246,1.27433e-11
15255,1.27384e-11
15264,1.27335e-11
15273,1.27286e-11
15282,1.27238e-11
15291,1.27189e-11
15300,1.27141e-11
15309,1.27093e-11
15318,1.27045e-11
15327,1.26998e-11
15336,1.2695e-11
15345,1.26903e-11
15354,1.26856e-11
15363,1.26809e-11
15372,1.26762e-11
15381,1.26716e-11
15390,1.26669e-11
15399,1.26623e-11
15408,1.26577e-11
15417,1.26531e-11
15426,1.26486e-11
15435,1.2644e-11
15444,1.26395e-11
15453,1.2635e-11
15462,1.26305e-11
15471,1.2626e-11
15480,1.26216e-11
15489,1.26171e-11
15498,1.26127e-11
15507,1.26083e-11
15516,1.26039e-11
15525,1.25996e-11
15534,1.25952e-11
15543,1.25909e-11
15552,1.25866e-11
15561,1.25823e-11
15570,1.2578e-11
15579,1.25737e-11
15588,1.25695e-11
15597,1.25653e-11
15606,1.25611e-11
15615,1.25569e-11
15624,1.25527e-11
15633,1.25486e-11
15642,1.25444e-11
15651,1.25403e-11
15660,1.25362e-11
15669,1.25321e-11
15678,1.25281e-11
15687,1.2524e-11
15696,1.252e-11
15705,1.2516e-11
15714,1.2512e-11
15723,1.2508e-11
15732,1.2504e-11
15741,1.25001e-11
15750,1.24962e-11
15759,1.24923e-11
15768,1.24884e-11
15777,1.24845e-11
15786,1.24806e-11
15795,1.24768e-11
15804,1.2473e-11
15813,1.24692e-11
15822,1.24654e-11
15831,1.24616e-11
15840,1.24579e-11
15849,1.24541e-11
15858,1.24504e-11
15867,1.24467e-11
15876,1.2443e-11
15885,1.24394e-11
15894,1.24357e-11
15903,1.24321e-11
15912,1.24285e-11
15921,1.24249e-11
15930,1.24213e-11
15939,1.24177e-11
15948,1.24142e-11
15957,1.24106e-11
15966,1.24071e-11
15975,1.24036e-11
15984,1.24001e-11
15993,1.23967e-11
16002,1.23932e-11
16011,1.23898e-11
16020,1.23864e-11
16029,1.2383e-11
16038,1.23796e-11
16047,1.23762e-11
16056,1.23729e-11
16065,1.23695e-11
16074,1.23662e-11
16083,1.23629e-11
16092,1.23596e-11
16101,1.23564e-11
16110,1.23531e-11
16119,1.23499e-11
16128,1.23467e-11
16137,1.23435e-11
16146,1.23403e-11
16155,1.23371e-11
16164,1.2334e-11
16173,1.23309e-11
16182,1.23277e-11
16191,1.23246e-11
16200,1.23216e-11
16209,1.23185e-11
16218,1.23154e-11
16227,1.23124e-11
16236,1.23094e-11
16245,1.23064e-11
16254,1.23034e-11
16263,1.23004e-11
16272,1.22975e-11
16281,1.22945e-11
16290,1.22916e-11
16299,1.22887e-11
16308,1.22858e-11
16317,1.2283e-11
16326,1.22801e-11
16335,1.22773e-11
16344,1.22744e-11
16353,1.22716e-11
16362,1.22689e-11
16371,1.22661e-11
16380,1.22633e-11
16389,1.22606e-11
16398,1.22578e-11
16407,1.22551e-11
16416,1.22524e-11
16425,1.22498e-11
16434,1.22471e-11
16443,1.22445e-11
16452,1.22418e-11
16461,1.22392e-11
16470,1.22366e-11
16479,1.2234e-11
16488,1.22315e-11
16497,1.22289e-11
16506,1.22264e-11
16515,1.22239e-11
16524,1.22214e-11
16533,1.22189e-11
16542,1.22164e-11
16551,1.2214e-11
16560,1.22115e-11
16569,1.22091e-11
16578,1.22067e-11
16587,1.22043e-11
16596,1.22019e-11
16605,1.21996e-11
16614,1.21972e-11
16623,1.21949e-11
16632,1.21926e-11
16641,1.21903e-11
16650,1.2188e-11
16659,1.21857e-11
16668,1.21835e-11
16677,1.21812e-11
16686,1.2179e-11
16695,1.21768e-11
16704,1.21746e-11
16713,1.21725e-11
16722,1.21703e-11
16731,1.21682e-11
16740,1.21661e-11
16749,1.21639e-11
16758,1.21618e-11
16767,1.21598e-11
16776,1.21577e-11
16785,1.21557e-11
16794,1.21536e-11
16803,1.21516e-11
16812,1.21496e-11
16821,1.21476e-11
16830,1.21457e-11
16839,1.21437e-11
16848,1.21418e-11
16857,1.21399e-11
16866,1.21379e-11
16875,1.21361e-11
16884,1.21342e-11
16893,1.21323e-11
16902,1.21305e-11
16911,1.21286e-11
16920,1.21268e-11
16929,1.2125e-11
16938,1.21232e-11
16947,1.21215e-11
16956,1.21197e-11
16965,1.2118e-11
16974,1.21163e-11
16983,1.21146e-11
16992,1.21129e-11
17001,1.21112e-11
17010,1.21095e-11
17019,1.21079e-11
17028,1.21063e-11
17037,1.21046e-11
17046,1.21031e-11
17055,1.21015e-11
17064,1.20999e-11
17073,1.20983e-11
17082,1.20968e-11
17091,1.20953e-11
17100,1.20938e-11
17109,1.20923e-11
17118,1.20908e-11
17127,1.20893e-11
17136,1.20879e-11
17145,1.20865e-11
17154,1.20851e-11
17163,1.20837e-11
17172,1.20823e-11
17181,1.20809e-11
17190,1.20795e-11
17199,1.20782e-11
17208,1.20769e-11
17217,1.20756e-11
17226,1.20743e-11
17235,1.2073e-11
17244,1.20717e-11
17253,1.20705e-11
17262,1.20692e-11
17271,1.2068e-11
17280,1.20668e-11
17289,1.20656e-11
17298,1.20645e-11
17307,1.20633e-11
17316,1.20622e-11
17325,1.2061e-11
17334,1.20599e-11
17343,1.20588e-11
17352,1.20577e-11
17361,1.20567e-11
17370,1.20556e-11
17379,1.20546e-11
17388,1.20536e-11
17397,1.20525e-11
17406,1.20516e-11
17415,1.20506e-11
17424,1.20496e-11
17433,1.20487e-11
17442,1.20477e-11
17451,1.20468e-11
17460,1.20459e-11
17469,1.2045e-11
17478,1.20442e-11
17487,1.20433e-11
17496,1.20425e-11
17505,1.20416e-11
17514,1.20408e-11
17523,1.204e-11
17532,1.20392e-11
17541,1.20385e-11
17550,1.20377e-11
17559,1.2037e-11
17568,1.20363e-11
17577,1.20355e-11
17586,1.20348e-11
17595,1.20342e-11
17604,1.20335e-11
17613,1.20329e-11
17622,1.20322e-11
17631,1.20316e-11
17640,1.2031e-11
17649,1.20304e-11
17658,1.20298e-11
17667,1.20293e-11
17676,1.20287e-11
17685,1.20282e-11
17694,1.20277e-11
17703,1.20272e-11
17712,1.20267e-11
17721,1.20262e-11
17730,1.20258e-11
17739,1.20254e-11
17748,1.20249e-11
17757,1.20245e-11
17766,1.20241e-11
17775,1.20237e-11
17784,1.20234e-11
17793,1.2023e-11
17802,1.20227e-11
17811,1.20224e-11
17820,1.20221e-11
17829,1.20218e-11
17838,1.20215e-11
17847,1.20212e-11
17856,1.2021e-11
17865,1.20208e-11
17874,1.20206e-11
17883,1.20204e-11
17892,1.20202e-11
17901,1.202e-11
17910,1.20198e-11
17919,1.20197e-11
17928,1.20196e-11
17937,1.20195e-11
17946,1.20194e-11
17955,1.20193e-11
17964,1.20192e-11
17973,1.20192e-11
17982,1.20191e-11
17991,1.20191e-11
18000,1.20191e-11
