time,x,y,vx,vy,v
0,0,60,45.3154,21.1309,50
0,0.453043,60.2103,45.3043,21.0261,40.1499
0.01,0.905976,60.4195,45.2933,20.9213,40.0854
0.02,1.3588,60.6276,45.2823,20.8165,40.0211
0.03,1.81151,60.8348,45.2713,20.7118,39.9571
0.04,2.26412,61.0408,45.2603,20.6072,39.8932
0.05,2.71661,61.2459,45.2494,20.5025,39.8296
0.06,3.16899,61.4498,45.2385,20.398,39.7662
0.07,3.62127,61.6528,45.2276,20.2934,39.703
0.08,4.07344,61.8547,45.2167,20.189,39.64
0.09,4.5255,62.0555,45.2058,20.0845,39.5773
0.1,4.97745,62.2553,45.195,19.9801,39.5148
0.11,5.42929,62.4541,45.1842,19.8758,39.4525
0.12,5.88102,62.6518,45.1734,19.7714,39.3904
0.13,6.33265,62.8484,45.1626,19.6672,39.3285
0.14,6.78416,63.0441,45.1518,19.5629,39.2669
0.15,7.23558,63.2387,45.1411,19.4588,39.2054
0.16,7.68688,63.4322,45.1304,19.3546,39.1442
0.17,8.13808,63.6247,45.1197,19.2505,39.0832
0.18,8.58917,63.8162,45.109,19.1465,39.0225
0.19,9.04015,64.0066,45.0983,19.0425,38.962
0.2,9.49103,64.196,45.0877,18.9385,38.9017
0.21,9.9418,64.3843,45.0771,18.8346,38.8416
0.22,10.3925,64.5716,45.0665,18.7307,38.7817
0.23,10.843,64.7579,45.0559,18.6268,38.7221
0.24,11.2935,64.9431,45.0453,18.523,38.6627
0.25,11.7438,65.1273,45.0348,18.4192,38.6035
0.26,12.1941,65.3105,45.0243,18.3155,38.5446
0.27,12.6442,65.4926,45.0138,18.2118,38.4859
0.28,13.0942,65.6737,45.0033,18.1082,38.4274
0.29,13.5442,65.8537,44.9928,18.0046,38.3691
0.3,13.994,66.0327,44.9824,17.901,38.3111
0.31,14.4437,66.2107,44.9719,17.7975,38.2533
0.32,14.8933,66.3877,44.9615,17.694,38.1958
0.33,15.3428,66.5636,44.9511,17.5906,38.1384
0.34,15.7922,66.7384,44.9408,17.4872,38.0813
0.35,16.2415,66.9123,44.9304,17.3838,38.0245
0.36,16.6907,67.0851,44.9201,17.2805,37.9679
0.37,17.1398,67.2569,44.9098,17.1772,37.9115
0.38,17.5888,67.4276,44.8995,17.074,37.8553
0.39,18.0377,67.5973,44.8892,16.9708,37.7994
0.4,18.4865,67.766,44.8789,16.8676,37.7437
0.41,18.9352,67.9336,44.8687,16.7645,37.6883
0.42,19.3838,68.1002,44.8585,16.6614,37.633
0.43,19.8323,68.2658,44.8483,16.5584,37.5781
0.44,20.2807,68.4304,44.8381,16.4553,37.5233
0.45,20.7289,68.5939,44.8279,16.3524,37.4688
0.46,21.1771,68.7564,44.8178,16.2494,37.4146
0.47,21.6252,68.9179,44.8076,16.1465,37.3606
0.48,22.0732,69.0783,44.7975,16.0437,37.3068
0.49,22.521,69.2377,44.7874,15.9409,37.2533
0.5,22.9688,69.3961,44.7773,15.8381,37.2
0.51,23.4165,69.5534,44.7673,15.7353,37.1469
0.52,23.8641,69.7098,44.7572,15.6326,37.0941
0.53,24.3115,69.8651,44.7472,15.53,37.0416
0.54,24.7589,70.0193,44.7372,15.4273,36.9893
0.55,25.2062,70.1726,44.7272,15.3247,36.9372
0.56,25.6533,70.3248,44.7172,15.2222,36.8854
0.57,26.1004,70.476,44.7073,15.1197,36.8338
0.58,26.5474,70.6262,44.6973,15.0172,36.7825
0.59,26.9943,70.7753,44.6874,14.9147,36.7314
0.6,27.441,70.9234,44.6775,14.8123,36.6805
0.61,27.8877,71.0705,44.6676,14.7099,36.63
0.62,28.3343,71.2166,44.6577,14.6076,36.5796
0.63,28.7808,71.3617,44.6478,14.5053,36.5295
0.64,29.2271,71.5057,44.638,14.403,36.4797
0.65,29.6734,71.6487,44.6282,14.3008,36.4301
0.66,30.1196,71.7907,44.6184,14.1986,36.3808
0.67,30.5657,71.9317,44.6086,14.0965,36.3317
0.68,31.0117,72.0716,44.5988,13.9943,36.2829
0.69,31.4576,72.2105,44.589,13.8922,36.2343
0.7,31.9034,72.3484,44.5793,13.7902,36.186
0.71,32.3491,72.4853,44.5695,13.6882,36.1379
0.72,32.7947,72.6212,44.5598,13.5862,36.0901
0.73,33.2402,72.756,44.5501,13.4842,36.0425
0.74,33.6856,72.8898,44.5404,13.3823,35.9952
0.75,34.1309,73.0226,44.5308,13.2805,35.9482
0.76,34.5761,73.1544,44.5211,13.1786,35.9014
0.77,35.0212,73.2852,44.5115,13.0768,35.8549
0.78,35.4662,73.4149,44.5018,12.975,35.8086
0.79,35.9111,73.5437,44.4922,12.8733,35.7626
0.8,36.356,73.6714,44.4826,12.7716,35.7168
0.81,36.8007,73.7981,44.4731,12.6699,35.6714
0.82,37.2453,73.9238,44.4635,12.5683,35.6261
0.83,37.6899,74.0484,44.4539,12.4667,35.5812
0.84,38.1343,74.1721,44.4444,12.3651,35.5364
0.85,38.5787,74.2947,44.4349,12.2635,35.492
0.86,39.0229,74.4164,44.4254,12.162,35.4478
0.87,39.4671,74.537,44.4159,12.0606,35.4039
0.88,39.9111,74.6565,44.4064,11.9591,35.3603
0.89,40.3551,74.7751,44.397,11.8577,35.3169
