time,x,y,vx,vy,v
0,0,60,38.8573,31.466,50
0,0.388479,60.3136,38.8479,31.3574,41.909
0.01,0.776866,60.6261,38.8386,31.2488,41.8213
0.02,1.16516,60.9375,38.8293,31.1403,41.7338
0.03,1.55336,61.2478,38.82,31.0318,41.6464
0.04,1.94147,61.557,38.8108,30.9234,41.5592
0.05,2.32948,61.8652,38.8015,30.8151,41.4722
0.06,2.7174,62.1722,38.7923,30.7068,41.3853
0.07,3.10524,62.4782,38.7831,30.5986,41.2985
0.08,3.49298,62.7831,38.7739,30.4904,41.212
0.09,3.88062,63.087,38.7648,30.3823,41.1256
0.1,4.26818,63.3897,38.7557,30.2743,41.0393
0.11,4.65564,63.6914,38.7465,30.1663,40.9532
0.12,5.04302,63.9919,38.7375,30.0583,40.8673
0.13,5.4303,64.2914,38.7284,29.9505,40.7816
0.14,5.8175,64.5899,38.7194,29.8426,40.696
0.15,6.2046,64.8872,38.7103,29.7349,40.6106
0.16,6.59161,65.1835,38.7013,29.6271,40.5253
0.17,6.97854,65.4787,38.6924,29.5195,40.4402
0.18,7.36537,65.7728,38.6834,29.4119,40.3553
0.19,7.75212,66.0658,38.6745,29.3043,40.2705
0.2,8.13877,66.3578,38.6656,29.1968,40.1859
0.21,8.52534,66.6487,38.6567,29.0894,40.1015
0.22,8.91182,66.9385,38.6478,28.982,40.0173
0.23,9.29821,67.2273,38.639,28.8747,39.9332
0.24,9.68451,67.5149,38.6302,28.7674,39.8492
0.25,10.0707,67.8016,38.6214,28.6602,39.7655
0.26,10.4568,68.0871,38.6126,28.553,39.6819
0.27,10.8429,68.3715,38.6038,28.4459,39.5985
0.28,11.2288,68.6549,38.5951,28.3388,39.5152
0.29,11.6147,68.9372,38.5864,28.2318,39.4322
0.3,12.0005,69.2185,38.5777,28.1249,39.3492
0.31,12.3862,69.4987,38.569,28.018,39.2665
0.32,12.7718,69.7778,38.5603,27.9111,39.1839
0.33,13.1573,70.0558,38.5517,27.8043,39.1016
0.34,13.5427,70.3328,38.5431,27.6976,39.0193
0.35,13.9281,70.6087,38.5345,27.5909,38.9373
0.36,14.3133,70.8836,38.5259,27.4842,38.8554
0.37,14.6985,71.1573,38.5174,27.3776,38.7737
0.38,15.0836,71.43,38.5088,27.2711,38.6922
0.39,15.4686,71.7017,38.5003,27.1646,38.6108
0.4,15.8535,71.9723,38.4918,27.0582,38.5297
0.41,16.2383,72.2418,38.4834,26.9518,38.4487
0.42,16.6231,72.5102,38.4749,26.8454,38.3678
0.43,17.0078,72.7776,38.4665,26.7391,38.2872
0.44,17.3923,73.044,38.4581,26.6329,38.2067
0.45,17.7768,73.3092,38.4497,26.5267,38.1264
0.46,18.1612,73.5734,38.4413,26.4206,38.0463
0.47,18.5456,73.8366,38.433,26.3145,37.9664
0.48,18.9298,74.0987,38.4247,26.2085,37.8866
0.49,19.314,74.3597,38.4164,26.1025,37.8071
0.5,19.6981,74.6197,38.4081,25.9965,37.7277
0.51,20.0821,74.8786,38.3998,25.8906,37.6485
0.52,20.466,75.1364,38.3916,25.7848,37.5694
0.53,20.8498,75.3932,38.3833,25.679,37.4906
0.54,21.2336,75.6489,38.3751,25.5733,37.4119
0.55,21.6172,75.9036,38.367,25.4676,37.3334
0.56,22.0008,76.1572,38.3588,25.3619,37.2551
0.57,22.3843,76.4098,38.3506,25.2563,37.177
0.58,22.7678,76.6613,38.3425,25.1508,37.0991
0.59,23.1511,76.9117,38.3344,25.0452,37.0213
0.6,23.5344,77.1611,38.3263,24.9398,36.9438
0.61,23.9175,77.4095,38.3182,24.8344,36.8664
0.62,24.3006,77.6568,38.3102,24.729,36.7892
0.63,24.6837,77.903,38.3022,24.6237,36.7122
0.64,25.0666,78.1482,38.2941,24.5184,36.6354
0.65,25.4495,78.3923,38.2862,24.4132,36.5588
0.66,25.8323,78.6354,38.2782,24.308,36.4824
0.67,26.215,78.8774,38.2702,24.2029,36.4061
0.68,26.5976,79.1184,38.2623,24.0978,36.3301
0.69,26.9801,79.3583,38.2544,23.9927,36.2542
0.7,27.3626,79.5972,38.2465,23.8877,36.1786
0.71,27.745,79.8351,38.2386,23.7828,36.1031
0.72,28.1273,80.0718,38.2307,23.6779,36.0278
0.73,28.5095,80.3076,38.2229,23.573,35.9528
0.74,28.8917,80.5422,38.2151,23.4682,35.8779
0.75,29.2737,80.7759,38.2073,23.3634,35.8032
0.76,29.6557,81.0085,38.1995,23.2587,35.7287
0.77,30.0376,81.24,38.1917,23.154,35.6544
0.78,30.4195,81.4705,38.184,23.0494,35.5803
0.79,30.8012,81.6999,38.1762,22.9448,35.5064
0.8,31.1829,81.9283,38.1685,22.8402,35.4327
0.81,31.5645,82.1557,38.1608,22.7357,35.3592
0.82,31.9461,82.382,38.1531,22.6312,35.2859
0.83,32.3275,82.6073,38.1455,22.5268,35.2128
0.84,32.7089,82.8315,38.1378,22.4224,35.1399
0.85,33.0902,83.0547,38.1302,22.3181,35.0672
0.86,33.4714,83.2768,38.1226,22.2138,34.9947
0.87,33.8526,83.4979,38.115,22.1095,34.9224
0.88,34.2337,83.718,38.1075,22.0053,34.8503
0.89,34.6147,83.937,38.0999,21.9012,34.7784
0.9,34.9956,84.155,38.0924,21.797,34.7067
0.91,35.3764,84.3719,38.0849,21.6929,34.6353
0.92,35.7572,84.5878,38.0774,21.5889,34.564
0.93,36.1379,84.8026,38.0699,21.4849,34.4929
0.94,36.5185,85.0164,38.0624,21.3809,34.4221
0.95,36.8991,85.2292,38.055,21.277,34.3515
0.96,37.2795,85.4409,38.0475,21.1731,34.281
0.97,37.6599,85.6516,38.0401,21.0693,34.2108
0.98,38.0403,85.8613,38.0327,20.9655,34.1408
0.99,38.4205,86.0699,38.0253,20.8617,34.071
1,38.8007,86.2775,38.018,20.758,34.0015
1.01,39.1808,86.484,38.0106,20.6543,33.9321
1.02,39.5608,86.6895,38.0033,20.5507,33.8629
1.03,39.9408,86.894,37.996,20.4471,33.794
1.04,40.3207,87.0974,37.9887,20.3435,33.7253
1.05,40.7005,87.2998,37.9814,20.24,33.6568
1.06,41.0803,87.5012,37.9742,20.1365,33.5885
1.07,41.4599,87.7015,37.9669,20.0331,33.5205
1.08,41.8395,87.9008,37.9597,19.9297,33.4526
1.09,42.219,88.0991,37.9525,19.8263,33.385
1.1,42.5985,88.2963,37.9453,19.723,33.3176
1.11,42.9779,88.4925,37.9381,19.6197,33.2504
1.12,43.3572,88.6877,37.931,19.5165,33.1835
1.13,43.7364,88.8818,37.9238,19.4132,33.1168
1.14,44.1156,89.0749,37.9167,19.3101,33.0503
1.15,44.4947,89.267,37.9096,19.2069,32.984
1.16,44.8737,89.458,37.9025,19.1038,32.9179
1.17,45.2527,89.648,37.8954,19.0008,32.8521
1.18,45.6316,89.837,37.8884,18.8978,32.7865
1.19,46.0104,90.025,37.8813,18.7948,32.7212
1.2,46.3891,90.2119,37.8743,18.6918,32.656
1.21,46.7678,90.3978,37.8673,18.5889,32.5911
1.22,47.1464,90.5826,37.8603,18.486,32.5265
1.23,47.5249,90.7665,37.8533,18.3832,32.462
1.24,47.9034,90.9493,37.8463,18.2804,32.3978
1.25,48.2818,91.131,37.8394,18.1776,32.3339
1.26,48.6601,91.3118,37.8324,18.0749,32.2701
1.27,49.0384,91.4915,37.8255,17.9722,32.2066
1.28,49.4165,91.6702,37.8186,17.8695,32.1434
1.29,49.7947,91.8479,37.8117,17.7669,32.0803
1.3,50.1727,92.0245,37.8048,17.6643,32.0176
1.31,50.5507,92.2001,37.798,17.5618,31.955
1.32,50.9286,92.3747,37.7911,17.4593,31.8927
1.33,51.3064,92.5483,37.7843,17.3568,31.8307
1.34,51.6842,92.7208,37.7775,17.2543,31.7688
1.35,52.0619,92.8924,37.7707,17.1519,31.7073
1.36,52.4396,93.0629,37.7639,17.0496,31.6459
1.37,52.8171,93.2323,37.7571,16.9472,31.5849
1.38,53.1946,93.4008,37.7504,16.8449,31.524
1.39,53.5721,93.5682,37.7436,16.7426,31.4634
1.4,53.9494,93.7346,37.7369,16.6404,31.4031
1.41,54.3267,93.9,37.7302,16.5382,31.343
1.42,54.704,94.0643,37.7235,16.436,31.2832
1.43,55.0811,94.2277,37.7168,16.3339,31.2236
