time,x,y,vx,vy,v
0,0,60,45.3154,21.1309,50
0,0.452971,60.2102,45.2971,21.0244,50
0.01,0.90576,60.4194,45.2789,20.9179,49.9385
0.02,1.35837,60.6275,45.2607,20.8115,49.8772
0.03,1.81079,60.8346,45.2425,20.7052,49.8161
0.04,2.26304,61.0406,45.2243,20.5989,49.7553
0.05,2.7151,61.2455,45.2062,20.4926,49.6946
0.06,3.16698,61.4494,45.1881,20.3864,49.6342
0.07,3.61868,61.6522,45.1701,20.2803,49.5739
0.08,4.0702,61.8539,45.152,20.1742,49.5139
0.09,4.52154,62.0546,45.134,20.0681,49.4541
0.1,4.9727,62.2542,45.1161,19.9621,49.3944
0.11,5.42368,62.4528,45.0981,19.8562,49.335
0.12,5.87448,62.6503,45.0802,19.7503,49.2758
0.13,6.32511,62.8467,45.0623,19.6445,49.2169
0.14,6.77555,63.0421,45.0445,19.5387,49.1581
0.15,7.22582,63.2364,45.0266,19.4329,49.0995
0.16,7.67591,63.4297,45.0088,19.3272,49.0412
0.17,8.12582,63.6219,44.991,19.2216,48.983
0.18,8.57555,63.8131,44.9733,19.116,48.9251
0.19,9.02511,64.0032,44.9556,19.0105,48.8674
0.2,9.47448,64.1922,44.9379,18.905,48.8099
0.21,9.92369,64.3802,44.9202,18.7996,48.7526
0.22,10.3727,64.5672,44.9026,18.6942,48.6955
0.23,10.8216,64.7531,44.885,18.5889,48.6386
0.24,11.2702,64.9379,44.8674,18.4836,48.582
0.25,11.7187,65.1217,44.8498,18.3784,48.5255
0.26,12.1671,65.3044,44.8323,18.2732,48.4693
0.27,12.6152,65.4861,44.8148,18.1681,48.4133
0.28,13.0632,65.6667,44.7973,18.063,48.3575
0.29,13.511,65.8463,44.7799,17.9579,48.3019
0.3,13.9586,66.0248,44.7625,17.8529,48.2465
0.31,14.4061,66.2023,44.7451,17.748,48.1914
0.32,14.8533,66.3788,44.7277,17.6431,48.1364
0.33,15.3004,66.5541,44.7104,17.5383,48.0817
0.34,15.7474,66.7285,44.6931,17.4335,48.0272
0.35,16.1941,66.9018,44.6758,17.3288,47.9729
0.36,16.6407,67.074,44.6585,17.2241,47.9188
0.37,17.0871,67.2452,44.6413,17.1194,47.8649
0.38,17.5334,67.4153,44.6241,17.0148,47.8113
0.39,17.9794,67.5844,44.6069,16.9103,47.7579
0.4,18.4253,67.7525,44.5897,16.8058,47.7046
0.41,18.8711,67.9195,44.5726,16.7013,47.6516
0.42,19.3166,68.0855,44.5555,16.5969,47.5989
0.43,19.762,68.2504,44.5384,16.4925,47.5463
0.44,20.2072,68.4143,44.5214,16.3882,47.4939
0.45,20.6523,68.5771,44.5043,16.2839,47.4418
0.46,21.0971,68.7389,44.4873,16.1797,47.3899
0.47,21.5418,68.8997,44.4704,16.0755,47.3382
0.48,21.9864,69.0594,44.4534,15.9714,47.2867
0.49,22.4307,69.2181,44.4365,15.8673,47.2355
0.5,22.8749,69.3757,44.4196,15.7633,47.1845
0.51,23.319,69.5323,44.4027,15.6593,47.1336
0.52,23.7628,69.6878,44.3858,15.5554,47.083
0.53,24.2065,69.8424,44.369,15.4515,47.0327
0.54,24.65,69.9958,44.3522,15.3476,46.9825
0.55,25.0934,70.1483,44.3354,15.2438,46.9326
0.56,25.5366,70.2997,44.3187,15.14,46.8829
0.57,25.9796,70.45,44.3019,15.0363,46.8334
0.58,26.4224,70.5994,44.2852,14.9327,46.7841
