time,x,y,vx,vy,v
0,0,60,40.9576,28.6788,50
0,0.409411,60.2857,40.9411,28.5693,50
0.01,0.818657,60.5703,40.9246,28.4598,49.9237
0.02,1.22774,60.8538,40.9082,28.3503,49.8476
0.03,1.63666,61.1362,40.8917,28.2409,49.7717
0.04,2.04541,61.4175,40.8754,28.1316,49.6959
0.05,2.454,61.6977,40.859,28.0224,49.6204
0.06,2.86243,61.9769,40.8427,27.9132,49.5451
0.07,3.27069,62.2549,40.8264,27.8041,49.4699
0.08,3.67879,62.5319,40.8101,27.695,49.3949
0.09,4.08673,62.8077,40.7939,27.586,49.3202
0.1,4.49451,63.0825,40.7777,27.477,49.2456
0.11,4.90212,63.3562,40.7616,27.3681,49.1712
0.12,5.30958,63.6288,40.7454,27.2593,49.097
0.13,5.71687,63.9003,40.7293,27.1505,49.023
0.14,6.124,64.1707,40.7132,27.0418,48.9492
0.15,6.53098,64.44,40.6972,26.9331,48.8756
0.16,6.93779,64.7083,40.6812,26.8245,48.8022
0.17,7.34444,64.9754,40.6652,26.716,48.729
0.18,7.75093,65.2415,40.6492,26.6075,48.656
0.19,8.15727,65.5065,40.6333,26.4991,48.5831
0.2,8.56344,65.7704,40.6174,26.3907,48.5105
0.21,8.96946,66.0332,40.6016,26.2824,48.4381
0.22,9.37531,66.295,40.5857,26.1742,48.3658
0.23,9.78101,66.5556,40.5699,26.066,48.2938
0.24,10.1866,66.8152,40.5542,25.9579,48.2219
0.25,10.5919,67.0737,40.5384,25.8498,48.1503
0.26,10.9972,67.3311,40.5227,25.7418,48.0788
0.27,11.4022,67.5875,40.507,25.6338,48.0076
0.28,11.8071,67.8427,40.4914,25.5259,47.9365
0.29,12.2119,68.0969,40.4757,25.418,47.8657
0.3,12.6165,68.35,40.4601,25.3102,47.795
0.31,13.021,68.602,40.4446,25.2025,47.7245
0.32,13.4252,68.853,40.429,25.0948,47.6543
0.33,13.8294,69.1028,40.4135,24.9872,47.5842
0.34,14.2334,69.3516,40.398,24.8796,47.5143
0.35,14.6372,69.5994,40.3826,24.7721,47.4447
0.36,15.0409,69.846,40.3672,24.6646,47.3752
0.37,15.4444,70.0916,40.3518,24.5572,47.3059
0.38,15.8477,70.3361,40.3364,24.4499,47.2369
0.39,16.2509,70.5795,40.3211,24.3426,47.168
0.4,16.654,70.8219,40.3057,24.2353,47.0994
0.41,17.0569,71.0631,40.2905,24.1281,47.0309
0.42,17.4597,71.3034,40.2752,24.021,46.9626
0.43,17.8623,71.5425,40.26,23.9139,46.8946
0.44,18.2647,71.7806,40.2448,23.8069,46.8267
0.45,18.667,72.0176,40.2296,23.6999,46.7591
0.46,19.0692,72.2535,40.2145,23.593,46.6916
0.47,19.4711,72.4884,40.1993,23.4861,46.6244
0.48,19.873,72.7221,40.1843,23.3793,46.5573
0.49,20.2747,72.9549,40.1692,23.2726,46.4905
0.5,20.6762,73.1865,40.1542,23.1658,46.4239
0.51,21.0776,73.4171,40.1392,23.0592,46.3574
0.52,21.4789,73.6466,40.1242,22.9526,46.2912
0.53,21.8799,73.8751,40.1092,22.846,46.2252
0.54,22.2809,74.1025,40.0943,22.7395,46.1594
0.55,22.6817,74.3288,40.0794,22.6331,46.0938
0.56,23.0823,74.5541,40.0645,22.5267,46.0284
0.57,23.4828,74.7783,40.0497,22.4203,45.9632
0.58,23.8832,75.0014,40.0348,22.314,45.8982
0.59,24.2834,75.2235,40.0201,22.2078,45.8334
0.6,24.6834,75.4445,40.0053,22.1016,45.7689
0.61,25.0833,75.6645,39.9905,21.9954,45.7045
0.62,25.4831,75.8834,39.9758,21.8894,45.6404
0.63,25.8827,76.1012,39.9611,21.7833,45.5764
0.64,26.2822,76.318,39.9465,21.6773,45.5127
0.65,26.6815,76.5337,39.9318,21.5714,45.4492
0.66,27.0807,76.7484,39.9172,21.4655,45.3859
0.67,27.4797,76.962,39.9026,21.3596,45.3228
0.68,27.8786,77.1745,39.8881,21.2538,45.2599
0.69,28.2773,77.386,39.8735,21.1481,45.1972
0.7,28.6759,77.5964,39.859,21.0424,45.1347
0.71,29.0743,77.8058,39.8445,20.9368,45.0724
0.72,29.4726,78.0141,39.8301,20.8312,45.0104
0.73,29.8708,78.2213,39.8157,20.7256,44.9486
0.74,30.2688,78.4275,39.8012,20.6201,44.8869
0.75,30.6667,78.6327,39.7869,20.5147,44.8255
0.76,31.0644,78.8368,39.7725,20.4093,44.7643
0.77,31.462,79.0398,39.7582,20.3039,44.7033
0.78,31.8594,79.2418,39.7439,20.1986,44.6426
0.79,32.2567,79.4427,39.7296,20.0933,44.582
0.8,32.6539,79.6426,39.7153,19.9881,44.5217
0.81,33.0509,79.8414,39.7011,19.8829,44.4616
0.82,33.4477,80.0392,39.6869,19.7778,44.4017
0.83,33.8445,80.2359,39.6727,19.6728,44.342
0.84,34.2411,80.4316,39.6585,19.5677,44.2825
0.85,34.6375,80.6263,39.6444,19.4628,44.2232
0.86,35.0338,80.8198,39.6303,19.3578,44.1642
0.87,35.43,81.0124,39.6162,19.2529,44.1054
0.88,35.826,81.2038,39.6021,19.1481,44.0467
0.89,36.2219,81.3943,39.588,19.0433,43.9884
0.9,36.6176,81.5837,39.574,18.9386,43.9302
0.91,37.0132,81.772,39.56,18.8339,43.8722
0.92,37.4087,81.9593,39.5461,18.7292,43.8145
0.93,37.804,82.1455,39.5321,18.6246,43.757
0.94,38.1992,82.3307,39.5182,18.5201,43.6997
0.95,38.5942,82.5149,39.5043,18.4155,43.6426
0.96,38.9891,82.698,39.4904,18.3111,43.5858
0.97,39.3839,82.8801,39.4765,18.2066,43.5291
0.98,39.7785,83.0611,39.4627,18.1023,43.4727
0.99,40.173,83.2411,39.4489,17.9979,43.4165
1,40.5673,83.42,39.4351,17.8936,43.3606
1.01,40.9616,83.5979,39.4213,17.7894,43.3048
1.02,41.3556,83.7748,39.4076,17.6852,43.2493
1.03,41.7496,83.9506,39.3938,17.581,43.194
1.04,42.1434,84.1253,39.3801,17.4769,43.1389
1.05,42.537,84.2991,39.3665,17.3728,43.0841
1.06,42.9306,84.4718,39.3528,17.2688,43.0295
1.07,43.324,84.6434,39.3392,17.1648,42.9751
1.08,43.7172,84.814,39.3256,17.0609,42.9209
1.09,44.1103,84.9836,39.312,16.957,42.8669
1.1,44.5033,85.1521,39.2984,16.8531,42.8132
1.11,44.8962,85.3196,39.2848,16.7493,42.7597
1.12,45.2889,85.4861,39.2713,16.6456,42.7064
1.13,45.6815,85.6515,39.2578,16.5418,42.6534
1.14,46.0739,85.8159,39.2443,16.4381,42.6006
1.15,46.4662,85.9792,39.2309,16.3345,42.548
1.16,46.8584,86.1415,39.2174,16.2309,42.4956
1.17,47.2504,86.3028,39.204,16.1274,42.4435
1.18,47.6423,86.463,39.1906,16.0238,42.3916
1.19,48.0341,86.6222,39.1772,15.9204,42.3399
1.2,48.4257,86.7804,39.1639,15.8169,42.2885
1.21,48.8173,86.9375,39.1505,15.7136,42.2372
1.22,49.2086,87.0936,39.1372,15.6102,42.1863
1.23,49.5999,87.2487,39.1239,15.5069,42.1355
1.24,49.991,87.4027,39.1106,15.4037,42.085
1.25,50.3819,87.5557,39.0974,15.3004,42.0347
1.26,50.7728,87.7077,39.0842,15.1973,41.9846
1.27,51.1635,87.8587,39.0709,15.0941,41.9348
1.28,51.5541,88.0086,39.0578,14.991,41.8852
1.29,51.9445,88.1574,39.0446,14.888,41.8359
1.3,52.3348,88.3053,39.0314,14.7849,41.7867
1.31,52.725,88.4521,39.0183,14.682,41.7378
1.32,53.1151,88.5979,39.0052,14.579,41.6892
1.33,53.505,88.7427,38.9921,14.4761,41.6407
1.34,53.8948,88.8864,38.979,14.3733,41.5926
1.35,54.2844,89.0291,38.9659,14.2705,41.5446
1.36,54.674,89.1708,38.9529,14.1677,41.4969
1.37,55.0634,89.3114,38.9399,14.065,41.4494
1.38,55.4526,89.4511,38.9269,13.9623,41.4022
1.39,55.8418,89.5897,38.9139,13.8596,41.3551
1.4,56.2308,89.7272,38.901,13.757,41.3084
1.41,56.6197,89.8638,38.888,13.6544,41.2618
1.42,57.0084,89.9993,38.8751,13.5519,41.2155
1.43,57.397,90.1338,38.8622,13.4494,41.1695
1.44,57.7855,90.2672,38.8493,13.3469,41.1237
1.45,58.1739,90.3997,38.8364,13.2445,41.0781
1.46,58.5621,90.5311,38.8236,13.1421,41.0327
1.47,58.9502,90.6615,38.8108,13.0398,40.9876
1.48,59.3382,90.7909,38.7979,12.9375,40.9428
1.49,59.7261,90.9192,38.7852,12.8352,40.8982
1.5,60.1138,91.0466,38.7724,12.733,40.8538
1.51,60.5014,91.1729,38.7596,12.6308,40.8096
1.52,60.8889,91.2982,38.7469,12.5286,40.7657
1.53,61.2762,91.4224,38.7342,12.4265,40.7221
1.54,61.6634,91.5457,38.7215,12.3245,40.6787
1.55,62.0505,91.6679,38.7088,12.2224,40.6355
1.56,62.4375,91.7891,38.6961,12.1204,40.5926
1.57,62.8243,91.9093,38.6835,12.0185,40.5499
1.58,63.211,92.0285,38.6708,11.9165,40.5074
1.59,63.5976,92.1466,38.6582,11.8146,40.4652
1.6,63.984,92.2637,38.6456,11.7128,40.4233
1.61,64.3704,92.3798,38.633,11.611,40.3816
1.62,64.7566,92.4949,38.6205,11.5092,40.3401
1.63,65.1427,92.609,38.6079,11.4075,40.2989
1.64,65.5286,92.7221,38.5954,11.3058,40.2579
1.65,65.9144,92.8341,38.5829,11.2041,40.2172
1.66,66.3001,92.9451,38.5704,11.1025,40.1767
1.67,66.6857,93.0551,38.5579,11.0009,40.1365
1.68,67.0712,93.1641,38.5454,10.8993,40.0965
1.69,67.4565,93.2721,38.533,10.7978,40.0568
1.7,67.8417,93.3791,38.5205,10.6963,40.0173
1.71,68.2268,93.485,38.5081,10.5949,39.978
1.72,68.6117,93.59,38.4957,10.4934,39.939
1.73,68.9966,93.6939,38.4833,10.3921,39.9003
1.74,69.3813,93.7968,38.471,10.2907,39.8618
1.75,69.7659,93.8987,38.4586,10.1894,39.8235
1.76,70.1503,93.9996,38.4463,10.0882,39.7855
1.77,70.5347,94.0994,38.434,9.98693,39.7478
1.78,70.9189,94.1983,38.4217,9.88573,39.7103
1.79,71.303,94.2961,38.4094,9.78457,39.6731
1.8,71.687,94.393,38.3971,9.68344,39.6361
1.81,72.0708,94.4888,38.3848,9.58235,39.5993
1.82,72.4545,94.5836,38.3726,9.48129,39.5628
1.83,72.8381,94.6774,38.3604,9.38027,39.5266
