time,x,y,vx,vy,v
0,0,60,40.9576,28.6788,50
0,0.409477,60.2857,40.9477,28.5713,41.3451
0.01,0.818854,60.5704,40.9378,28.4638,41.2634
0.02,1.22813,60.8539,40.9279,28.3563,41.1819
0.03,1.63731,61.1364,40.918,28.2489,41.1005
0.04,2.0464,61.4178,40.9082,28.1416,41.0194
0.05,2.45538,61.6982,40.8984,28.0343,40.9384
0.06,2.86427,61.9774,40.8886,27.927,40.8576
0.07,3.27305,62.2556,40.8788,27.8199,40.7769
0.08,3.68174,62.5328,40.8691,27.7127,40.6965
0.09,4.09034,62.8088,40.8594,27.6057,40.6162
0.1,4.49883,63.0838,40.8496,27.4986,40.5361
0.11,4.90723,63.3577,40.84,27.3917,40.4562
0.12,5.31554,63.6306,40.8303,27.2848,40.3764
0.13,5.72374,63.9023,40.8207,27.1779,40.2968
0.14,6.13185,64.1731,40.8111,27.0711,40.2175
0.15,6.53987,64.4427,40.8015,26.9643,40.1383
0.16,6.94779,64.7113,40.7919,26.8576,40.0592
0.17,7.35561,64.9788,40.7824,26.7509,39.9804
0.18,7.76334,65.2452,40.7728,26.6443,39.9018
0.19,8.17097,65.5106,40.7633,26.5378,39.8233
0.2,8.57851,65.7749,40.7539,26.4313,39.745
0.21,8.98596,66.0382,40.7444,26.3248,39.6669
0.22,9.39331,66.3003,40.735,26.2184,39.589
0.23,9.80056,66.5615,40.7255,26.1121,39.5112
0.24,10.2077,66.8215,40.7161,26.0058,39.4337
0.25,10.6148,67.0805,40.7068,25.8995,39.3563
0.26,11.0218,67.3385,40.6974,25.7933,39.2791
0.27,11.4286,67.5953,40.6881,25.6872,39.2022
0.28,11.8354,67.8511,40.6788,25.5811,39.1254
0.29,12.2421,68.1059,40.6695,25.475,39.0487
0.3,12.6487,68.3596,40.6602,25.369,38.9723
0.31,13.0552,68.6122,40.651,25.263,38.8961
0.32,13.4617,68.8638,40.6418,25.1571,38.82
0.33,13.868,69.1143,40.6325,25.0513,38.7442
0.34,14.2742,69.3637,40.6234,24.9455,38.6685
0.35,14.6804,69.6121,40.6142,24.8397,38.5931
0.36,15.0864,69.8595,40.6051,24.734,38.5178
0.37,15.4924,70.1058,40.5959,24.6283,38.4427
0.38,15.8982,70.351,40.5868,24.5227,38.3678
0.39,16.304,70.5952,40.5778,24.4171,38.2931
0.4,16.7097,70.8383,40.5687,24.3116,38.2186
0.41,17.1153,71.0803,40.5597,24.2061,38.1443
