time,x,y,vx,vy,v
0,0,60,35.3553,35.3553,50
0,0.353411,60.3524,35.3411,35.2431,50
0.01,0.70668,60.7037,35.3269,35.1309,49.9106
0.02,1.05981,61.0539,35.3127,35.0188,49.8214
0.03,1.41279,61.403,35.2985,34.9068,49.7323
0.04,1.76564,61.7509,35.2844,34.7948,49.6434
0.05,2.11834,62.0978,35.2703,34.6829,49.5547
0.06,2.4709,62.4435,35.2562,34.571,49.4661
0.07,2.82332,62.7881,35.2422,34.4593,49.3777
0.08,3.1756,63.1316,35.2282,34.3476,49.2895
0.09,3.52775,63.4739,35.2142,34.236,49.2014
0.1,3.87975,63.8152,35.2003,34.1244,49.1136
0.11,4.23161,64.1553,35.1864,34.0129,49.0258
0.12,4.58334,64.4943,35.1725,33.9015,48.9383
0.13,4.93492,64.8322,35.1586,33.7901,48.8509
0.14,5.28637,65.169,35.1448,33.6789,48.7637
0.15,5.63768,65.5047,35.131,33.5676,48.6767
0.16,5.98885,65.8392,35.1172,33.4565,48.5899
0.17,6.33989,66.1727,35.1035,33.3454,48.5032
0.18,6.69079,66.505,35.0898,33.2344,48.4167
0.19,7.04155,66.8363,35.0761,33.1234,48.3303
0.2,7.39217,67.1664,35.0625,33.0126,48.2441
0.21,7.74266,67.4954,35.0489,32.9017,48.1581
0.22,8.09301,67.8233,35.0353,32.791,48.0723
0.23,8.44323,68.1501,35.0217,32.6803,47.9867
0.24,8.79331,68.4758,35.0082,32.5697,47.9012
0.25,9.14326,68.8004,34.9947,32.4591,47.8159
0.26,9.49307,69.1239,34.9812,32.3486,47.7307
0.27,9.84275,69.4463,34.9678,32.2382,47.6458
0.28,10.1923,69.7676,34.9544,32.1278,47.561
0.29,10.5417,70.0877,34.941,32.0175,47.4764
0.3,10.891,70.4068,34.9277,31.9073,47.392
0.31,11.2401,70.7248,34.9143,31.7971,47.3077
0.32,11.5891,71.0416,34.901,31.687,47.2236
0.33,11.938,71.3574,34.8878,31.577,47.1397
0.34,12.2868,71.6721,34.8745,31.467,47.056
0.35,12.6354,71.9857,34.8613,31.3571,46.9724
0.36,12.9839,72.2981,34.8482,31.2472,46.889
0.37,13.3322,72.6095,34.835,31.1375,46.8058
0.38,13.6804,72.9198,34.8219,31.0277,46.7228
0.39,14.0285,73.229,34.8088,30.9181,46.6399
0.4,14.3765,73.537,34.7957,30.8084,46.5573
0.41,14.7243,73.844,34.7827,30.6989,46.4748
0.42,15.072,74.1499,34.7697,30.5894,46.3924
0.43,15.4196,74.4547,34.7567,30.48,46.3103
0.44,15.767,74.7584,34.7437,30.3706,46.2283
0.45,16.1143,75.061,34.7308,30.2613,46.1465
