time,x,y,vx,vy,v
0,0,60,48.2963,12.941,50
0,0.482768,60.1284,48.2768,12.8377,50
0.01,0.965342,60.2557,48.2574,12.7346,49.9546
0.02,1.44772,60.382,48.238,12.6314,49.9094
0.03,1.92991,60.5073,48.2186,12.5284,49.8644
0.04,2.4119,60.6316,48.1992,12.4253,49.8196
0.05,2.8937,60.7548,48.1799,12.3223,49.775
0.06,3.3753,60.877,48.1605,12.2194,49.7307
0.07,3.85672,60.9982,48.1412,12.1165,49.6865
0.08,4.33794,61.1183,48.122,12.0137,49.6426
0.09,4.81896,61.2374,48.1027,11.9109,49.5989
0.1,5.2998,61.3555,48.0835,11.8081,49.5554
0.11,5.78044,61.4725,48.0643,11.7054,49.5122
0.12,6.26089,61.5886,48.0451,11.6027,49.4691
0.13,6.74115,61.7036,48.026,11.5001,49.4263
0.14,7.22122,61.8175,48.0069,11.3975,49.3837
0.15,7.7011,61.9305,47.9878,11.295,49.3413
0.16,8.18079,62.0424,47.9687,11.1925,49.2991
0.17,8.66028,62.1533,47.9497,11.09,49.2572
0.18,9.13959,62.2632,47.9306,10.9876,49.2154
0.19,9.61871,62.372,47.9116,10.8853,49.1739
0.2,10.0976,62.4799,47.8927,10.783,49.1326
0.21,10.5764,62.5867,47.8737,10.6807,49.0915
0.22,11.0549,62.6925,47.8548,10.5785,49.0507
0.23,11.5333,62.7972,47.8359,10.4763,49.01
0.24,12.0114,62.901,47.817,10.3742,48.9696
0.25,12.4894,63.0037,47.7981,10.2721,48.9294
0.26,12.9672,63.1054,47.7793,10.17,48.8894
0.27,13.4448,63.2061,47.7604,10.068,48.8496
0.28,13.9222,63.3057,47.7416,9.96606,48.8101
0.29,14.3995,63.4044,47.7229,9.86414,48.7708
0.3,14.8765,63.502,47.7041,9.76226,48.7317
0.31,15.3534,63.5986,47.6854,9.66043,48.6928
0.32,15.83,63.6942,47.6667,9.55864,48.6541
0.33,16.3065,63.7888,47.648,9.45689,48.6156
0.34,16.7828,63.8823,47.6293,9.35519,48.5774
0.35,17.2589,63.9748,47.6107,9.25353,48.5394
0.36,17.7348,64.0664,47.5921,9.15191,48.5016
0.37,18.2106,64.1569,47.5735,9.05033,48.4641
0.38,18.6861,64.2464,47.5549,8.9488,48.4267
0.39,19.1615,64.3348,47.5364,8.84731,48.3896
0.4,19.6367,64.4223,47.5178,8.74586,48.3527
0.41,20.1117,64.5087,47.4993,8.64445,48.316
0.42,20.5865,64.5942,47.4808,8.54309,48.2795
0.43,21.0611,64.6786,47.4624,8.44176,48.2433
0.44,21.5355,64.762,47.4439,8.34048,48.2073
0.45,22.0098,64.8444,47.4255,8.23924,48.1715
0.46,22.4838,64.9258,47.4071,8.13805,48.1359
0.47,22.9577,65.0061,47.3887,8.03689,48.1005
0.48,23.4314,65.0855,47.3703,7.93578,48.0654
0.49,23.905,65.1638,47.352,7.8347,48.0305
0.5,24.3783,65.2412,47.3337,7.73367,47.9958
0.51,24.8514,65.3175,47.3154,7.63268,47.9613
0.52,25.3244,65.3928,47.2971,7.53173,47.927
0.53,25.7972,65.4671,47.2788,7.43082,47.893
0.54,26.2698,65.5404,47.2606,7.32996,47.8592
0.55,26.7422,65.6127,47.2424,7.22913,47.8256
0.56,27.2145,65.684,47.2241,7.12834,47.7923
0.57,27.6865,65.7543,47.206,7.0276,47.7591
0.58,28.1584,65.8235,47.1878,6.9269,47.7262
0.59,28.6301,65.8918,47.1697,6.82623,47.6935
0.6,29.1016,65.9591,47.1515,6.72561,47.661
0.61,29.573,66.0253,47.1334,6.62503,47.6288
0.62,30.0441,66.0906,47.1153,6.52448,47.5968
0.63,30.5151,66.1548,47.0973,6.42398,47.5649
0.64,30.9859,66.218,47.0792,6.32352,47.5334
0.65,31.4565,66.2803,47.0612,6.2231,47.502
0.66,31.9269,66.3415,47.0432,6.12272,47.4709
0.67,32.3972,66.4017,47.0252,6.02237,47.4399
0.68,32.8672,66.4609,47.0072,5.92207,47.4092
0.69,33.3371,66.5191,46.9893,5.82181,47.3788
0.7,33.8069,66.5764,46.9713,5.72159,47.3485
0.71,34.2764,66.6326,46.9534,5.6214,47.3185
0.72,34.7457,66.6878,46.9355,5.52126,47.2887
0.73,35.2149,66.742,46.9176,5.42116,47.2591
0.74,35.6839,66.7952,46.8997,5.32109,47.2298
0.75,36.1527,66.8474,46.8819,5.22107,47.2006
0.76,36.6214,66.8986,46.8641,5.12108,47.1717
0.77,37.0898,66.9488,46.8463,5.02114,47.143
0.78,37.5581,66.9981,46.8285,4.92123,47.1146
0.79,38.0262,67.0463,46.8107,4.82136,47.0863
0.8,38.4942,67.0935,46.7929,4.72153,47.0583
0.81,38.9619,67.1397,46.7752,4.62174,47.0305
0.82,39.4295,67.1849,46.7574,4.52199,47.003
0.83,39.8969,67.2291,46.7397,4.42228,46.9756
0.84,40.3641,67.2724,46.722,4.3226,46.9485
0.85,40.8311,67.3146,46.7044,4.22297,46.9216
0.86,41.298,67.3558,46.6867,4.12337,46.8949
0.87,41.7647,67.3961,46.6691,4.02381,46.8684
0.88,42.2312,67.4353,46.6514,3.92429,46.8422
0.89,42.6976,67.4736,46.6338,3.82481,46.8162
0.9,43.1637,67.5108,46.6162,3.72537,46.7904
0.91,43.6297,67.5471,46.5987,3.62596,46.7649
0.92,44.0955,67.5823,46.5811,3.5266,46.7395
0.93,44.5612,67.6166,46.5636,3.42727,46.7144
0.94,45.0266,67.6499,46.546,3.32798,46.6895
0.95,45.4919,67.6822,46.5285,3.22873,46.6649
0.96,45.957,67.7135,46.511,3.12951,46.6404
0.97,46.4219,67.7438,46.4935,3.03034,46.6162
0.98,46.8867,67.7731,46.4761,2.9312,46.5922
0.99,47.3513,67.8014,46.4586,2.8321,46.5684
1,47.8157,67.8287,46.4412,2.73304,46.5449
1.01,48.2799,67.8551,46.4238,2.63401,46.5215
1.02,48.744,67.8804,46.4064,2.53502,46.4984
1.03,49.2079,67.9048,46.389,2.43607,46.4756
1.04,49.6716,67.9282,46.3716,2.33716,46.4529
1.05,50.1352,67.9506,46.3543,2.23829,46.4305
1.06,50.5985,67.9719,46.3369,2.13945,46.4083
1.07,51.0617,67.9924,46.3196,2.04065,46.3863
1.08,51.5247,68.0118,46.3023,1.94189,46.3645
1.09,51.9876,68.0302,46.285,1.84316,46.343
1.1,52.4503,68.0476,46.2677,1.74447,46.3216
1.11,52.9128,68.0641,46.2504,1.64582,46.3006
1.12,53.3751,68.0796,46.2332,1.54721,46.2797
1.13,53.8373,68.0941,46.2159,1.44863,46.259
1.14,54.2992,68.1076,46.1987,1.35009,46.2386
1.15,54.7611,68.1201,46.1815,1.25159,46.2184
1.16,55.2227,68.1316,46.1643,1.15312,46.1984
1.17,55.6842,68.1422,46.1471,1.05469,46.1787
1.18,56.1455,68.1517,46.1299,0.956298,46.1591
1.19,56.6066,68.1603,46.1127,0.857942,46.1398
1.2,57.0676,68.1679,46.0956,0.759623,46.1207
1.21,57.5283,68.1745,46.0785,0.661341,46.1019
1.22,57.989,68.1801,46.0613,0.563095,46.0832
1.23,58.4494,68.1848,46.0442,0.464886,46.0648
1.24,58.9097,68.1885,46.0271,0.366713,46.0466
1.25,59.3698,68.1911,46.0101,0.268577,46.0286
1.26,59.8297,68.1928,45.993,0.170477,46.0108
1.27,60.2895,68.1936,45.9759,0.0724142,45.9933
1.28,60.7491,68.1933,45.9589,-0.0256126,45.976
1.29,61.2085,68.1921,45.9419,-0.123603,45.9589
1.3,61.6677,68.1899,45.9248,-0.221557,45.942
1.31,62.1268,68.1867,45.9078,-0.319475,45.9254
1.32,62.5857,68.1825,45.8908,-0.417357,45.909
1.33,63.0444,68.1773,45.8739,-0.515203,45.8927
1.34,63.503,68.1712,45.8569,-0.613012,45.8768
1.35,63.9614,68.1641,45.8399,-0.710785,45.861
1.36,64.4196,68.156,45.823,-0.808523,45.8455
1.37,64.8777,68.147,45.8061,-0.906224,45.8301
1.38,65.3356,68.1369,45.7891,-1.00389,45.815
1.39,65.7933,68.1259,45.7722,-1.10152,45.8002
1.4,66.2509,68.1139,45.7553,-1.19911,45.7855
1.41,66.7083,68.1009,45.7385,-1.29667,45.7711
1.42,67.1655,68.087,45.7216,-1.39419,45.7568
1.43,67.6225,68.0721,45.7047,-1.49168,45.7428
1.44,68.0794,68.0562,45.6879,-1.58913,45.7291
1.45,68.5361,68.0393,45.671,-1.68654,45.7155
1.46,68.9926,68.0215,45.6542,-1.78392,45.7022
1.47,69.449,68.0027,45.6374,-1.88126,45.689
1.48,69.9052,67.9829,45.6206,-1.97857,45.6761
1.49,70.3613,67.9621,45.6038,-2.07584,45.6635
1.5,70.8171,67.9404,45.587,-2.17308,45.651
1.51,71.2728,67.9177,45.5702,-2.27028,45.6388
1.52,71.7284,67.894,45.5535,-2.36744,45.6267
1.53,72.1837,67.8694,45.5367,-2.46457,45.6149
1.54,72.6389,67.8438,45.52,-2.56167,45.6034
1.55,73.094,67.8172,45.5032,-2.65872,45.592
1.56,73.5488,67.7896,45.4865,-2.75575,45.5808
1.57,74.0035,67.7611,45.4698,-2.85273,45.5699
1.58,74.4581,67.7316,45.4531,-2.94969,45.5592
1.59,74.9124,67.7011,45.4364,-3.0466,45.5487
1.6,75.3666,67.6697,45.4197,-3.14348,45.5384
1.61,75.8207,67.6373,45.403,-3.24033,45.5284
1.62,76.2745,67.6039,45.3864,-3.33714,45.5185
1.63,76.7282,67.5696,45.3697,-3.43392,45.5089
1.64,77.1817,67.5343,45.3531,-3.53066,45.4995
1.65,77.6351,67.498,45.3365,-3.62736,45.4903
1.66,78.0883,67.4608,45.3198,-3.72403,45.4813
1.67,78.5413,67.4226,45.3032,-3.82067,45.4726
1.68,78.9942,67.3834,45.2866,-3.91727,45.464
1.69,79.4469,67.3432,45.27,-4.01383,45.4557
1.7,79.8994,67.3021,45.2534,-4.11036,45.4476
1.71,80.3518,67.2601,45.2368,-4.20685,45.4397
1.72,80.804,67.217,45.2203,-4.30331,45.432
1.73,81.2561,67.173,45.2037,-4.39974,45.4246
1.74,81.7079,67.1281,45.1872,-4.49613,45.4173
1.75,82.1596,67.0822,45.1706,-4.59248,45.4103
1.76,82.6112,67.0353,45.1541,-4.6888,45.4035
1.77,83.0625,66.9874,45.1376,-4.78508,45.3969
1.78,83.5138,66.9386,45.121,-4.88133,45.3905
1.79,83.9648,66.8888,45.1045,-4.97755,45.3843
1.8,84.4157,66.8381,45.088,-5.07372,45.3783
1.81,84.8664,66.7864,45.0715,-5.16987,45.3726
1.82,85.3169,66.7337,45.055,-5.26598,45.3671
1.83,85.7673,66.6801,45.0386,-5.36205,45.3617
1.84,86.2176,66.6255,45.0221,-5.45809,45.3566
1.85,86.6676,66.57,45.0056,-5.5541,45.3517
1.86,87.1175,66.5135,44.9892,-5.65006,45.3471
1.87,87.5672,66.456,44.9727,-5.746,45.3426
1.88,88.0168,66.3976,44.9563,-5.8419,45.3383
1.89,88.4662,66.3382,44.9399,-5.93776,45.3343
1.9,88.9154,66.2779,44.9234,-6.03359,45.3304
1.91,89.3645,66.2166,44.907,-6.12939,45.3268
1.92,89.8134,66.1544,44.8906,-6.22515,45.3234
1.93,90.2621,66.0911,44.8742,-6.32087,45.3202
1.94,90.7107,66.027,44.8578,-6.41656,45.3172
1.95,91.1591,65.9619,44.8414,-6.51222,45.3144
1.96,91.6074,65.8958,44.825,-6.60784,45.3118
1.97,92.0555,65.8287,44.8087,-6.70343,45.3095
1.98,92.5034,65.7608,44.7923,-6.79898,45.3073
1.99,92.9512,65.6918,44.7759,-6.89449,45.3054
2,93.3988,65.6219,44.7596,-6.98998,45.3036
2.01,93.8462,65.5511,44.7432,-7.08542,45.3021
2.02,94.2935,65.4792,44.7269,-7.18084,45.3008
2.03,94.7406,65.4065,44.7106,-7.27621,45.2997
2.04,95.1875,65.3328,44.6942,-7.37156,45.2988
2.05,95.6343,65.2581,44.6779,-7.46686,45.2981
2.06,96.0809,65.1825,44.6616,-7.56214,45.2976
2.07,96.5273,65.1059,44.6453,-7.65737,45.2973
2.08,96.9736,65.0284,44.629,-7.75258,45.2972
2.09,97.4198,64.9499,44.6127,-7.84775,45.2973
2.1,97.8657,64.8705,44.5964,-7.94288,45.2977
2.11,98.3115,64.7901,44.5801,-8.03798,45.2982
2.12,98.7572,64.7088,44.5638,-8.13304,45.2989
2.13,99.2026,64.6265,44.5475,-8.22807,45.2999
2.14,99.648,64.5432,44.5313,-8.32307,45.301
2.15,100.093,64.4591,44.515,-8.41803,45.3024
2.16,100.538,64.3739,44.4987,-8.51295,45.304
2.17,100.983,64.2879,44.4825,-8.60784,45.3057
2.18,101.428,64.2008,44.4662,-8.7027,45.3077
2.19,101.872,64.1129,44.45,-8.79752,45.3099
2.2,102.316,64.0239,44.4338,-8.89231,45.3122
2.21,102.761,63.9341,44.4175,-8.98706,45.3148
2.22,103.205,63.8432,44.4013,-9.08177,45.3176
2.23,103.648,63.7515,44.3851,-9.17646,45.3206
2.24,104.092,63.6588,44.3688,-9.2711,45.3237
2.25,104.536,63.5651,44.3526,-9.36571,45.3271
2.26,104.979,63.4705,44.3364,-9.46029,45.3307
2.27,105.422,63.375,44.3202,-9.55483,45.3345
2.28,105.865,63.2785,44.304,-9.64934,45.3385
2.29,106.308,63.181,44.2878,-9.74381,45.3426
2.3,106.751,63.0826,44.2716,-9.83825,45.347
2.31,107.193,62.9833,44.2554,-9.93265,45.3516
2.32,107.636,62.8831,44.2393,-10.027,45.3564
2.33,108.078,62.7818,44.2231,-10.1214,45.3614
2.34,108.52,62.6797,44.2069,-10.2157,45.3665
2.35,108.962,62.5766,44.1907,-10.3099,45.3719
2.36,109.404,62.4725,44.1746,-10.4041,45.3775
2.37,109.845,62.3676,44.1584,-10.4983,45.3832
2.38,110.287,62.2616,44.1422,-10.5925,45.3892
2.39,110.728,62.1548,44.1261,-10.6866,45.3954
2.4,111.169,62.047,44.1099,-10.7807,45.4017
2.41,111.61,61.9382,44.0938,-10.8748,45.4083
2.42,112.051,61.8285,44.0776,-10.9688,45.415
2.43,112.491,61.7179,44.0615,-11.0628,45.4219
2.44,112.932,61.6063,44.0454,-11.1567,45.4291
2.45,113.372,61.4938,44.0292,-11.2506,45.4364
2.46,113.812,61.3804,44.0131,-11.3445,45.4439
2.47,114.252,61.266,43.997,-11.4383,45.4516
2.48,114.692,61.1507,43.9808,-11.5321,45.4595
