time,x,y,vx,vy,v
0,0,60,41.6943,27.5968,50
0,0.416842,60.2749,41.6842,27.4897,41.1455
0.01,0.833582,60.5487,41.6741,27.3826,41.0662
0.02,1.25022,60.8215,41.664,27.2755,40.9871
0.03,1.66676,61.0932,41.6539,27.1685,40.9081
0.04,2.0832,61.3638,41.6439,27.0616,40.8293
0.05,2.49954,61.6333,41.6339,26.9547,40.7507
0.06,2.91578,61.9018,41.6239,26.8479,40.6723
0.07,3.33192,62.1692,41.6139,26.7411,40.5941
0.08,3.74796,62.4356,41.604,26.6344,40.5161
0.09,4.1639,62.7008,41.5941,26.5277,40.4382
0.1,4.57974,62.965,41.5842,26.421,40.3606
0.11,4.99548,63.2282,41.5743,26.3145,40.2831
0.12,5.41113,63.4903,41.5644,26.2079,40.2058
0.13,5.82667,63.7513,41.5546,26.1014,40.1287
0.14,6.24212,64.0112,41.5448,25.995,40.0518
0.15,6.65747,64.2701,41.535,25.8886,39.9751
0.16,7.07272,64.5279,41.5252,25.7823,39.8985
0.17,7.48788,64.7847,41.5155,25.676,39.8222
0.18,7.90294,65.0404,41.5058,25.5698,39.746
0.19,8.3179,65.295,41.4961,25.4636,39.67
0.2,8.73276,65.5486,41.4864,25.3575,39.5942
0.21,9.14753,65.8011,41.4767,25.2514,39.5186
0.22,9.5622,66.0526,41.4671,25.1454,39.4432
0.23,9.97678,66.303,41.4575,25.0394,39.368
0.24,10.3913,66.5523,41.4479,24.9335,39.293
0.25,10.8056,66.8006,41.4383,24.8276,39.2182
0.26,11.2199,67.0478,41.4288,24.7218,39.1436
0.27,11.6341,67.294,41.4192,24.616,39.0691
0.28,12.0482,67.5391,41.4097,24.5102,38.9949
0.29,12.4622,67.7831,41.4003,24.4045,38.9208
0.3,12.8761,68.0261,41.3908,24.2989,38.847
0.31,13.2899,68.268,41.3813,24.1933,38.7733
0.32,13.7037,68.5089,41.3719,24.0877,38.6998
0.33,14.1173,68.7487,41.3625,23.9822,38.6266
0.34,14.5308,68.9875,41.3531,23.8768,38.5535
0.35,14.9443,69.2252,41.3438,23.7714,38.4807
0.36,15.3576,69.4619,41.3344,23.666,38.408
0.37,15.7708,69.6975,41.3251,23.5607,38.3355
0.38,16.184,69.932,41.3158,23.4554,38.2632
0.39,16.5971,70.1655,41.3065,23.3502,38.1912
0.4,17.01,70.398,41.2973,23.245,38.1193
0.41,17.4229,70.6294,41.288,23.1399,38.0476
0.42,17.8357,70.8597,41.2788,23.0348,37.9762
0.43,18.2484,71.089,41.2696,22.9298,37.9049
0.44,18.661,71.3173,41.2604,22.8248,37.8338
0.45,19.0735,71.5445,41.2513,22.7198,37.763
0.46,19.4859,71.7706,41.2421,22.6149,37.6923
0.47,19.8983,71.9957,41.233,22.5101,37.6219
0.48,20.3105,72.2198,41.2239,22.4053,37.5517
0.49,20.7227,72.4428,41.2148,22.3005,37.4816
0.5,21.1347,72.6647,41.2058,22.1958,37.4118
0.51,21.5467,72.8857,41.1967,22.0911,37.3422
0.52,21.9586,73.1055,41.1877,21.9864,37.2728
0.53,22.3704,73.3243,41.1787,21.8819,37.2036
0.54,22.782,73.5421,41.1697,21.7773,37.1346
0.55,23.1937,73.7588,41.1608,21.6728,37.0658
0.56,23.6052,73.9745,41.1518,21.5683,36.9972
0.57,24.0166,74.1892,41.1429,21.4639,36.9289
0.58,24.4279,74.4028,41.134,21.3595,36.8607
0.59,24.8392,74.6153,41.1251,21.2552,36.7928
0.6,25.2504,74.8268,41.1162,21.1509,36.7251
0.61,25.6614,75.0373,41.1074,21.0466,36.6576
0.62,26.0724,75.2467,41.0985,20.9424,36.5903
0.63,26.4833,75.4551,41.0897,20.8383,36.5232
0.64,26.8941,75.6624,41.0809,20.7341,36.4563
0.65,27.3048,75.8687,41.0722,20.6301,36.3897
0.66,27.7155,76.074,41.0634,20.526,36.3233
0.67,28.126,76.2782,41.0547,20.422,36.2571
0.68,28.5365,76.4814,41.046,20.3181,36.1911
0.69,28.9469,76.6835,41.0373,20.2141,36.1253
0.7,29.3571,76.8846,41.0286,20.1103,36.0598
0.71,29.7673,77.0847,41.0199,20.0064,35.9944
0.72,30.1775,77.2837,41.0113,19.9026,35.9293
