Time,N_numeric,R_numeric,N_analytical,R_analytical,Error_N,Error_R
74,43.8646,0.877292,43.9295,0.878589,0.0648811,0.00129762
74.1,43.9523,0.879046,44.0174,0.880348,0.0650988,0.00130198
74.2,44.0402,0.880804,44.1055,0.882111,0.065317,0.00130634
74.3,44.1283,0.882566,44.1938,0.883877,0.065536,0.00131072
74.4,44.2165,0.884331,44.2823,0.885646,0.0657555,0.00131511
74.5,44.305,0.8861,44.371,0.887419,0.0659756,0.00131951
74.6,44.3936,0.887872,44.4598,0.889196,0.0661964,0.00132393
74.7,44.4824,0.889648,44.5488,0.890976,0.0664177,0.00132835
74.8,44.5713,0.891427,44.638,0.89276,0.0666397,0.00133279
74.9,44.6605,0.89321,44.7273,0.894547,0.0668623,0.00133725
75,44.7498,0.894996,44.8169,0.896338,0.0670856,0.00134171
75.1,44.8393,0.896786,44.9066,0.898132,0.0673094,0.00134619
75.2,44.929,0.89858,44.9965,0.89993,0.0675339,0.00135068
75.3,45.0188,0.900377,45.0866,0.901732,0.0677591,0.00135518
75.4,45.1089,0.902178,45.1769,0.903537,0.0679848,0.0013597
75.5,45.1991,0.903982,45.2673,0.905346,0.0682112,0.00136422
75.6,45.2895,0.90579,45.3579,0.907159,0.0684382,0.00136876
75.7,45.3801,0.907601,45.4487,0.908975,0.0686659,0.00137332
75.8,45.4708,0.909417,45.5397,0.910795,0.0688941,0.00137788
75.9,45.5618,0.911236,45.6309,0.912618,0.0691231,0.00138246
76,45.6529,0.913058,45.7223,0.914445,0.0693526,0.00138705
76.1,45.7442,0.914884,45.8138,0.916276,0.0695829,0.00139166
76.2,45.8357,0.916714,45.9055,0.91811,0.0698137,0.00139627
76.3,45.9274,0.918547,45.9974,0.919948,0.0700452,0.0014009
76.4,46.0192,0.920384,46.0895,0.92179,0.0702774,0.00140555
76.5,46.1113,0.922225,46.1818,0.923635,0.0705102,0.0014102
76.6,46.2035,0.92407,46.2742,0.925484,0.0707436,0.00141487
76.7,46.2959,0.925918,46.3669,0.927337,0.0709777,0.00141955
76.8,46.3885,0.92777,46.4597,0.929194,0.0712124,0.00142425
76.9,46.4813,0.929625,46.5527,0.931054,0.0714479,0.00142896
77,46.5742,0.931484,46.6459,0.932918,0.0716839,0.00143368
77.1,46.6674,0.933347,46.7393,0.934786,0.0719206,0.00143841
77.2,46.7607,0.935214,46.8329,0.936657,0.072158,0.00144316
77.3,46.8542,0.937084,46.9266,0.938532,0.0723961,0.00144792
77.4,46.9479,0.938959,47.0206,0.940411,0.0726348,0.0014527
77.5,47.0418,0.940837,47.1147,0.942294,0.0728741,0.00145748
77.6,47.1359,0.942718,47.209,0.944181,0.0731142,0.00146228
77.7,47.2302,0.944604,47.3035,0.946071,0.0733549,0.0014671
77.8,47.3246,0.946493,47.3982,0.947965,0.0735963,0.00147193
77.9,47.4193,0.948386,47.4931,0.949863,0.0738383,0.00147677
78,47.5141,0.950283,47.5882,0.951764,0.0740811,0.00148162
78.1,47.6092,0.952183,47.6835,0.95367,0.0743245,0.00148649
78.2,47.7044,0.954088,47.7789,0.955579,0.0745685,0.00149137
78.3,47.7998,0.955996,47.8746,0.957492,0.0748133,0.00149627
78.4,47.8954,0.957908,47.9704,0.959409,0.0750587,0.00150117
78.5,47.9912,0.959824,48.0665,0.96133,0.0753049,0.0015061
78.6,48.0872,0.961743,48.1627,0.963254,0.0755517,0.00151103
78.7,48.1833,0.963667,48.2591,0.965183,0.0757992,0.00151598
78.8,48.2797,0.965594,48.3557,0.967115,0.0760473,0.00152095
78.9,48.3763,0.967525,48.4526,0.969051,0.0762962,0.00152592
79,48.473,0.96946,48.5496,0.970991,0.0765458,0.00153092
79.1,48.57,0.971399,48.6468,0.972935,0.076796,0.00153592
79.2,48.6671,0.973342,48.7441,0.974883,0.077047,0.00154094
79.3,48.7644,0.975289,48.8417,0.976835,0.0772986,0.00154597
79.4,48.862,0.977239,48.9395,0.97879,0.077551,0.00155102
79.5,48.9597,0.979194,49.0375,0.98075,0.077804,0.00155608
79.6,49.0576,0.981152,49.1357,0.982713,0.0780578,0.00156116
79.7,49.1557,0.983114,49.234,0.984681,0.0783122,0.00156624
79.8,49.254,0.985081,49.3326,0.986652,0.0785674,0.00157135
79.9,49.3525,0.987051,49.4314,0.988627,0.0788232,0.00157646
80,49.4512,0.989025,49.5303,0.990606,0.0790798,0.0015816
80.1,49.5501,0.991003,49.6295,0.99259,0.0793371,0.00158674
80.2,49.6492,0.992985,49.7288,0.994577,0.0795951,0.0015919
80.3,49.7485,0.994971,49.8284,0.996568,0.0798538,0.00159708
80.4,49.848,0.996961,49.9282,0.998563,0.0801132,0.00160226
80.5,49.9477,0.998955,50.0281,1.00056,0.0803734,0.00160747
80.6,50.0476,1.00095,50.1283,1.00257,0.0806343,0.00161269
80.7,50.1477,1.00295,50.2286,1.00457,0.0808959,0.00161792
80.8,50.248,1.00496,50.3292,1.00658,0.0811582,0.00162316
80.9,50.3485,1.00697,50.4299,1.0086,0.0814212,0.00162842
81,50.4492,1.00898,50.5309,1.01062,0.081685,0.0016337
81.1,50.5501,1.011,50.6321,1.01264,0.0819495,0.00163899
81.2,50.6512,1.01302,50.7334,1.01467,0.0822147,0.00164429
81.3,50.7525,1.01505,50.835,1.0167,0.0824807,0.00164961
81.4,50.854,1.01708,50.9368,1.01874,0.0827474,0.00165495
81.5,50.9557,1.01911,51.0387,1.02077,0.0830148,0.0016603
81.6,51.0576,1.02115,51.1409,1.02282,0.083283,0.00166566
81.7,51.1598,1.0232,51.2433,1.02487,0.0835519,0.00167104
81.8,51.2621,1.02524,51.3459,1.02692,0.0838216,0.00167643
81.9,51.3646,1.02729,51.4487,1.02897,0.084092,0.00168184
82,51.4673,1.02935,51.5517,1.03103,0.0843631,0.00168726
82.1,51.5703,1.03141,51.6549,1.0331,0.084635,0.0016927
82.2,51.6734,1.03347,51.7583,1.03517,0.0849077,0.00169815
82.3,51.7768,1.03554,51.8619,1.03724,0.0851811,0.00170362
82.4,51.8803,1.03761,51.9658,1.03932,0.0854552,0.0017091
82.5,51.9841,1.03968,52.0698,1.0414,0.0857301,0.0017146
82.6,52.088,1.04176,52.174,1.04348,0.0860058,0.00172012
82.7,52.1922,1.04384,52.2785,1.04557,0.0862822,0.00172564
82.8,52.2966,1.04593,52.3832,1.04766,0.0865594,0.00173119
82.9,52.4012,1.04802,52.488,1.04976,0.0868374,0.00173675
83,52.506,1.05012,52.5931,1.05186,0.0871161,0.00174232
83.1,52.611,1.05222,52.6984,1.05397,0.0873956,0.00174791
83.2,52.7162,1.05432,52.8039,1.05608,0.0876758,0.00175352
83.3,52.8217,1.05643,52.9096,1.05819,0.0879569,0.00175914
83.4,52.9273,1.05855,53.0155,1.06031,0.0882387,0.00176477
83.5,53.0332,1.06066,53.1217,1.06243,0.0885213,0.00177043
83.6,53.1392,1.06278,53.228,1.06456,0.0888046,0.00177609
83.7,53.2455,1.06491,53.3346,1.06669,0.0890888,0.00178178
83.8,53.352,1.06704,53.4414,1.06883,0.0893737,0.00178747
83.9,53.4587,1.06917,53.5484,1.07097,0.0896594,0.00179319
84,53.5656,1.07131,53.6556,1.07311,0.0899459,0.00179892
84.1,53.6727,1.07345,53.763,1.07526,0.0902331,0.00180466
84.2,53.7801,1.0756,53.8706,1.07741,0.0905212,0.00181042
84.3,53.8877,1.07775,53.9785,1.07957,0.0908101,0.0018162
84.4,53.9954,1.07991,54.0865,1.08173,0.0910997,0.00182199
84.5,54.1034,1.08207,54.1948,1.0839,0.0913901,0.0018278
84.6,54.2116,1.08423,54.3033,1.08607,0.0916814,0.00183363
84.7,54.32,1.0864,54.412,1.08824,0.0919734,0.00183947
84.8,54.4287,1.08857,54.521,1.09042,0.0922663,0.00184533
84.9,54.5375,1.09075,54.6301,1.0926,0.0925599,0.0018512
85,54.6466,1.09293,54.7395,1.09479,0.0928544,0.00185709
85.1,54.7559,1.09512,54.8491,1.09698,0.0931496,0.00186299
85.2,54.8654,1.09731,54.9589,1.09918,0.0934457,0.00186891
85.3,54.9752,1.0995,55.0689,1.10138,0.0937426,0.00187485
85.4,55.0851,1.1017,55.1791,1.10358,0.0940403,0.00188081
85.5,55.1953,1.10391,55.2896,1.10579,0.0943388,0.00188678
85.6,55.3057,1.10611,55.4003,1.10801,0.0946381,0.00189276
85.7,55.4163,1.10833,55.5112,1.11022,0.0949383,0.00189877
85.8,55.5271,1.11054,55.6223,1.11245,0.0952392,0.00190478
85.9,55.6382,1.11276,55.7337,1.11467,0.095541,0.00191082
86,55.7494,1.11499,55.8453,1.11691,0.0958437,0.00191687
86.1,55.8609,1.11722,55.9571,1.11914,0.0961471,0.00192294
86.2,55.9727,1.11945,56.0691,1.12138,0.0964514,0.00192903
86.3,56.0846,1.12169,56.1814,1.12363,0.0967565,0.00193513
86.4,56.1968,1.12394,56.2938,1.12588,0.0970625,0.00194125
86.5,56.3092,1.12618,56.4065,1.12813,0.0973693,0.00194739
86.6,56.4218,1.12844,56.5195,1.13039,0.0976769,0.00195354
86.7,56.5346,1.13069,56.6326,1.13265,0.0979854,0.00195971
86.8,56.6477,1.13295,56.746,1.13492,0.0982947,0.00196589
86.9,56.761,1.13522,56.8596,1.13719,0.0986048,0.0019721
87,56.8745,1.13749,56.9734,1.13947,0.0989158,0.00197832
87.1,56.9883,1.13977,57.0875,1.14175,0.0992277,0.00198455
87.2,57.1022,1.14204,57.2018,1.14404,0.0995404,0.00199081
87.3,57.2164,1.14433,57.3163,1.14633,0.0998539,0.00199708
87.4,57.3309,1.14662,57.431,1.14862,0.100168,0.00200337
87.5,57.4455,1.14891,57.546,1.15092,0.100484,0.00200967
87.6,57.5604,1.15121,57.6612,1.15322,0.1008,0.002016
87.7,57.6756,1.15351,57.7767,1.15553,0.101117,0.00202234
87.8,57.7909,1.15582,57.8923,1.15785,0.101435,0.00202869
87.9,57.9065,1.15813,58.0082,1.16016,0.101753,0.00203507
88,58.0223,1.16045,58.1244,1.16249,0.102073,0.00204146
88.1,58.1383,1.16277,58.2407,1.16481,0.102393,0.00204787
88.2,58.2546,1.16509,58.3573,1.16715,0.102715,0.0020543
88.3,58.3711,1.16742,58.4742,1.16948,0.103037,0.00206074
88.4,58.4879,1.16976,58.5912,1.17182,0.10336,0.0020672
88.5,58.6048,1.1721,58.7085,1.17417,0.103684,0.00207368
88.6,58.7221,1.17444,58.8261,1.17652,0.104009,0.00208018
88.7,58.8395,1.17679,58.9438,1.17888,0.104335,0.00208669
88.8,58.9572,1.17914,59.0618,1.18124,0.104661,0.00209323
88.9,59.0751,1.1815,59.1801,1.1836,0.104989,0.00209978
89,59.1932,1.18386,59.2986,1.18597,0.105317,0.00210635
89.1,59.3116,1.18623,59.4173,1.18835,0.105647,0.00211293
89.2,59.4303,1.18861,59.5362,1.19072,0.105977,0.00211954
89.3,59.5491,1.19098,59.6554,1.19311,0.106308,0.00212616
89.4,59.6682,1.19336,59.7749,1.1955,0.10664,0.0021328
89.5,59.7876,1.19575,59.8945,1.19789,0.106973,0.00213946
89.6,59.9071,1.19814,60.0144,1.20029,0.107307,0.00214613
89.7,60.0269,1.20054,60.1346,1.20269,0.107641,0.00215283
89.8,60.147,1.20294,60.255,1.2051,0.107977,0.00215954
89.9,60.2673,1.20535,60.3756,1.20751,0.108314,0.00216627
90,60.3878,1.20776,60.4965,1.20993,0.108651,0.00217302
90.1,60.5086,1.21017,60.6176,1.21235,0.108989,0.00217979
90.2,60.6296,1.21259,60.7389,1.21478,0.109329,0.00218657
90.3,60.7509,1.21502,60.8605,1.21721,0.109669,0.00219338
90.4,60.8724,1.21745,60.9824,1.21965,0.11001,0.0022002
90.5,60.9941,1.21988,61.1045,1.22209,0.110352,0.00220704
90.6,61.1161,1.22232,61.2268,1.22454,0.110695,0.0022139
90.7,61.2383,1.22477,61.3494,1.22699,0.111039,0.00222078
90.8,61.3608,1.22722,61.4722,1.22944,0.111384,0.00222768
90.9,61.4835,1.22967,61.5953,1.23191,0.11173,0.00223459
91,61.6065,1.23213,61.7186,1.23437,0.112076,0.00224153
91.1,61.7297,1.23459,61.8421,1.23684,0.112424,0.00224848
91.2,61.8532,1.23706,61.966,1.23932,0.112773,0.00225545
91.3,61.9769,1.23954,62.09,1.2418,0.113122,0.00226244
91.4,62.1008,1.24202,62.2143,1.24429,0.113473,0.00226945
91.5,62.225,1.2445,62.3389,1.24678,0.113824,0.00227648
91.6,62.3495,1.24699,62.4637,1.24927,0.114177,0.00228353
91.7,62.4742,1.24948,62.5887,1.25177,0.11453,0.0022906
91.8,62.5991,1.25198,62.714,1.25428,0.114884,0.00229769
91.9,62.7243,1.25449,62.8396,1.25679,0.11524,0.00230479
92,62.8498,1.257,62.9654,1.25931,0.115596,0.00231192
92.1,62.9755,1.25951,63.0914,1.26183,0.115953,0.00231906
92.2,63.1014,1.26203,63.2177,1.26435,0.116311,0.00232622
92.3,63.2276,1.26455,63.3443,1.26689,0.11667,0.00233341
92.4,63.3541,1.26708,63.4711,1.26942,0.11703,0.00234061
92.5,63.4808,1.26962,63.5982,1.27196,0.117392,0.00234783
92.6,63.6078,1.27216,63.7255,1.27451,0.117754,0.00235507
92.7,63.735,1.2747,63.8531,1.27706,0.118117,0.00236233
92.8,63.8625,1.27725,63.9809,1.27962,0.118481,0.00236961
92.9,63.9902,1.2798,64.109,1.28218,0.118846,0.00237691
93,64.1182,1.28236,64.2374,1.28475,0.119212,0.00238423
93.1,64.2464,1.28493,64.366,1.28732,0.119579,0.00239157
93.2,64.3749,1.2875,64.4948,1.2899,0.119947,0.00239893
93.3,64.5036,1.29007,64.624,1.29248,0.120316,0.00240631
93.4,64.6326,1.29265,64.7533,1.29507,0.120686,0.00241371
93.5,64.7619,1.29524,64.883,1.29766,0.121057,0.00242113
93.6,64.8914,1.29783,65.0129,1.30026,0.121429,0.00242857
93.7,65.0212,1.30042,65.143,1.30286,0.121801,0.00243603
93.8,65.1513,1.30303,65.2734,1.30547,0.122175,0.00244351
93.9,65.2816,1.30563,65.4041,1.30808,0.12255,0.00245101
94,65.4121,1.30824,65.535,1.3107,0.122926,0.00245853
94.1,65.5429,1.31086,65.6662,1.31332,0.123303,0.00246607
94.2,65.674,1.31348,65.7977,1.31595,0.123681,0.00247363
94.3,65.8054,1.31611,65.9294,1.31859,0.124061,0.00248121
94.4,65.937,1.31874,66.0614,1.32123,0.124441,0.00248881
94.5,66.0689,1.32138,66.1937,1.32387,0.124822,0.00249643
94.6,66.201,1.32402,66.3262,1.32652,0.125204,0.00250408
94.7,66.3334,1.32667,66.459,1.32918,0.125587,0.00251174
94.8,66.4661,1.32932,66.592,1.33184,0.125971,0.00251942
94.9,66.599,1.33198,66.7254,1.33451,0.126356,0.00252713
95,66.7322,1.33464,66.8589,1.33718,0.126743,0.00253485
95.1,66.8657,1.33731,66.9928,1.33986,0.12713,0.0025426
95.2,66.9994,1.33999,67.1269,1.34254,0.127518,0.00255036
95.3,67.1334,1.34267,67.2613,1.34523,0.127908,0.00255815
95.4,67.2677,1.34535,67.396,1.34792,0.128298,0.00256596
95.5,67.4022,1.34804,67.5309,1.35062,0.12869,0.00257379
95.6,67.537,1.35074,67.6661,1.35332,0.129082,0.00258164
95.7,67.6721,1.35344,67.8016,1.35603,0.129476,0.00258951
95.8,67.8074,1.35615,67.9373,1.35875,0.12987,0.00259741
95.9,67.943,1.35886,68.0733,1.36147,0.130266,0.00260532
96,68.0789,1.36158,68.2096,1.36419,0.130663,0.00261325
96.1,68.2151,1.3643,68.3461,1.36692,0.131061,0.00262121
96.2,68.3515,1.36703,68.483,1.36966,0.131459,0.00262919
96.3,68.4882,1.36976,68.6201,1.3724,0.131859,0.00263719
96.4,68.6252,1.3725,68.7574,1.37515,0.132261,0.00264521
96.5,68.7624,1.37525,68.8951,1.3779,0.132663,0.00265325
96.6,68.9,1.378,69.033,1.38066,0.133066,0.00266132
96.7,69.0378,1.38076,69.1712,1.38342,0.13347,0.0026694
96.8,69.1758,1.38352,69.3097,1.38619,0.133876,0.00267751
96.9,69.3142,1.38628,69.4485,1.38897,0.134282,0.00268564
97,69.4528,1.38906,69.5875,1.39175,0.13469,0.00269379
97.1,69.5917,1.39183,69.7268,1.39454,0.135098,0.00270196
97.2,69.7309,1.39462,69.8664,1.39733,0.135508,0.00271016
97.3,69.8704,1.39741,70.0063,1.40013,0.135919,0.00271838
97.4,70.0101,1.4002,70.1464,1.40293,0.136331,0.00272661
97.5,70.1501,1.403,70.2869,1.40574,0.136744,0.00273487
97.6,70.2904,1.40581,70.4276,1.40855,0.137158,0.00274316
97.7,70.431,1.40862,70.5686,1.41137,0.137573,0.00275146
97.8,70.5719,1.41144,70.7099,1.4142,0.13799,0.00275979
97.9,70.713,1.41426,70.8514,1.41703,0.138407,0.00276814
98,70.8544,1.41709,70.9933,1.41987,0.138826,0.00277651
98.1,70.9962,1.41992,71.1354,1.42271,0.139245,0.00278491
98.2,71.1381,1.42276,71.2778,1.42556,0.139666,0.00279332
98.3,71.2804,1.42561,71.4205,1.42841,0.140088,0.00280176
98.4,71.423,1.42846,71.5635,1.43127,0.140511,0.00281023
98.5,71.5658,1.43132,71.7068,1.43414,0.140936,0.00281871
98.6,71.709,1.43418,71.8503,1.43701,0.141361,0.00282722
98.7,71.8524,1.43705,71.9942,1.43988,0.141787,0.00283575
98.8,71.9961,1.43992,72.1383,1.44277,0.142215,0.0028443
98.9,72.1401,1.4428,72.2827,1.44565,0.142644,0.00285288
99,72.2844,1.44569,72.4274,1.44855,0.143074,0.00286148
99.1,72.4289,1.44858,72.5724,1.45145,0.143505,0.0028701
99.2,72.5738,1.45148,72.7177,1.45435,0.143937,0.00287874
99.3,72.7189,1.45438,72.8633,1.45727,0.144371,0.00288741
99.4,72.8644,1.45729,73.0092,1.46018,0.144805,0.0028961
99.5,73.0101,1.4602,73.1553,1.46311,0.145241,0.00290482
99.6,73.1561,1.46312,73.3018,1.46604,0.145678,0.00291356
99.7,73.3024,1.46605,73.4485,1.46897,0.146116,0.00292232
99.8,73.449,1.46898,73.5956,1.47191,0.146555,0.0029311
99.9,73.5959,1.47192,73.7429,1.47486,0.146996,0.00293991
100,73.7431,1.47486,73.8906,1.47781,0.147437,0.00294874
