Time,N_numeric,R_numeric,N_analytical,R_analytical,Error_N,Error_R
0,10,0.2,10,0.2,0,0
0.1,10.02,0.2004,10.02,0.2004,2.00133e-05,4.00267e-07
0.2,10.04,0.200801,10.0401,0.200802,4.01068e-05,8.02135e-07
0.3,10.0601,0.201202,10.0602,0.201204,6.02805e-05,1.20561e-06
0.4,10.0802,0.201605,10.0803,0.201606,8.05349e-05,1.6107e-06
0.5,10.1004,0.202008,10.1005,0.20201,0.00010087,2.0174e-06
0.6,10.1206,0.202412,10.1207,0.202414,0.000121286,2.42573e-06
0.7,10.1408,0.202817,10.141,0.20282,0.000141784,2.83568e-06
0.8,10.1611,0.203222,10.1613,0.203226,0.000162363,3.24726e-06
0.9,10.1814,0.203629,10.1816,0.203633,0.000183024,3.66047e-06
1,10.2018,0.204036,10.202,0.20404,0.000203767,4.07533e-06
1.1,10.2222,0.204444,10.2224,0.204449,0.000224592,4.49184e-06
1.2,10.2427,0.204853,10.2429,0.204858,0.000245499,4.90999e-06
1.3,10.2631,0.205263,10.2634,0.205268,0.00026649,5.3298e-06
1.4,10.2837,0.205673,10.284,0.205679,0.000287563,5.75127e-06
1.5,10.3042,0.206085,10.3045,0.206091,0.00030872,6.1744e-06
1.6,10.3248,0.206497,10.3252,0.206504,0.00032996,6.59921e-06
1.7,10.3455,0.20691,10.3458,0.206917,0.000351284,7.02569e-06
1.8,10.3662,0.207324,10.3666,0.207331,0.000372693,7.45385e-06
1.9,10.3869,0.207738,10.3873,0.207746,0.000394185,7.8837e-06
2,10.4077,0.208154,10.4081,0.208162,0.000415762,8.31523e-06
2.1,10.4285,0.20857,10.4289,0.208579,0.000437423,8.74847e-06
2.2,10.4494,0.208987,10.4498,0.208996,0.00045917,9.1834e-06
2.3,10.4703,0.209405,10.4707,0.209415,0.000481002,9.62004e-06
2.4,10.4912,0.209824,10.4917,0.209834,0.000502919,1.00584e-05
2.5,10.5122,0.210244,10.5127,0.210254,0.000524923,1.04985e-05
2.6,10.5332,0.210664,10.5338,0.210675,0.000547012,1.09402e-05
2.7,10.5543,0.211086,10.5548,0.211097,0.000569188,1.13838e-05
2.8,10.5754,0.211508,10.576,0.21152,0.00059145,1.1829e-05
2.9,10.5965,0.211931,10.5971,0.211943,0.000613799,1.2276e-05
3,10.6177,0.212355,10.6184,0.212367,0.000636235,1.27247e-05
3.1,10.639,0.212779,10.6396,0.212792,0.000658758,1.31752e-05
3.2,10.6602,0.213205,10.6609,0.213218,0.000681369,1.36274e-05
3.3,10.6816,0.213631,10.6823,0.213645,0.000704068,1.40814e-05
3.4,10.7029,0.214059,10.7037,0.214073,0.000726855,1.45371e-05
3.5,10.7243,0.214487,10.7251,0.214502,0.00074973,1.49946e-05
3.6,10.7458,0.214916,10.7466,0.214931,0.000772694,1.54539e-05
3.7,10.7673,0.215345,10.7681,0.215361,0.000795747,1.59149e-05
3.8,10.7888,0.215776,10.7896,0.215793,0.000818889,1.63778e-05
3.9,10.8104,0.216208,10.8112,0.216225,0.00084212,1.68424e-05
4,10.832,0.21664,10.8329,0.216657,0.000865441,1.73088e-05
4.1,10.8537,0.217073,10.8546,0.217091,0.000888852,1.7777e-05
4.2,10.8754,0.217508,10.8763,0.217526,0.000912354,1.82471e-05
4.3,10.8971,0.217943,10.8981,0.217961,0.000935945,1.87189e-05
4.4,10.9189,0.218378,10.9199,0.218398,0.000959628,1.91926e-05
4.5,10.9408,0.218815,10.9417,0.218835,0.000983402,1.9668e-05
4.6,10.9626,0.219253,10.9636,0.219273,0.00100727,2.01453e-05
4.7,10.9846,0.219691,10.9856,0.219712,0.00103122,2.06245e-05
4.8,11.0065,0.220131,11.0076,0.220152,0.00105527,2.11054e-05
4.9,11.0285,0.220571,11.0296,0.220593,0.00107941,2.15882e-05
5,11.0506,0.221012,11.0517,0.221034,0.00110364,2.20729e-05
5.1,11.0727,0.221454,11.0738,0.221477,0.00112797,2.25594e-05
5.2,11.0949,0.221897,11.096,0.22192,0.00115239,2.30478e-05
5.3,11.117,0.222341,11.1182,0.222364,0.0011769,2.3538e-05
5.4,11.1393,0.222786,11.1405,0.22281,0.0012015,2.40301e-05
5.5,11.1616,0.223231,11.1628,0.223256,0.0012262,2.45241e-05
5.6,11.1839,0.223678,11.1851,0.223703,0.001251,2.50199e-05
5.7,11.2062,0.224125,11.2075,0.22415,0.00127588,2.55177e-05
5.8,11.2287,0.224573,11.23,0.224599,0.00130087,2.60173e-05
5.9,11.2511,0.225022,11.2524,0.225049,0.00132594,2.65188e-05
6,11.2736,0.225472,11.275,0.225499,0.00135111,2.70223e-05
6.1,11.2962,0.225923,11.2975,0.225951,0.00137638,2.75276e-05
6.2,11.3188,0.226375,11.3202,0.226403,0.00140174,2.80349e-05
6.3,11.3414,0.226828,11.3428,0.226856,0.0014272,2.85441e-05
6.4,11.3641,0.227282,11.3655,0.227311,0.00145276,2.90552e-05
6.5,11.3868,0.227736,11.3883,0.227766,0.00147841,2.95682e-05
6.6,11.4096,0.228192,11.4111,0.228222,0.00150416,3.00832e-05
6.7,11.4324,0.228648,11.4339,0.228679,0.00153,3.06001e-05
6.8,11.4553,0.229105,11.4568,0.229136,0.00155595,3.11189e-05
6.9,11.4782,0.229563,11.4798,0.229595,0.00158199,3.16398e-05
7,11.5011,0.230023,11.5027,0.230055,0.00160813,3.21625e-05
7.1,11.5241,0.230483,11.5258,0.230515,0.00163436,3.26873e-05
7.2,11.5472,0.230944,11.5488,0.230977,0.0016607,3.3214e-05
7.3,11.5703,0.231405,11.572,0.231439,0.00168713,3.37427e-05
7.4,11.5934,0.231868,11.5951,0.231903,0.00171367,3.42734e-05
7.5,11.6166,0.232332,11.6183,0.232367,0.0017403,3.4806e-05
7.6,11.6398,0.232797,11.6416,0.232832,0.00176703,3.53407e-05
7.7,11.6631,0.233262,11.6649,0.233298,0.00179387,3.58773e-05
7.8,11.6864,0.233729,11.6883,0.233765,0.0018208,3.6416e-05
7.9,11.7098,0.234196,11.7117,0.234233,0.00184783,3.69567e-05
8,11.7332,0.234665,11.7351,0.234702,0.00187497,3.74994e-05
8.1,11.7567,0.235134,11.7586,0.235172,0.0019022,3.80441e-05
8.2,11.7802,0.235604,11.7821,0.235643,0.00192954,3.85908e-05
8.3,11.8038,0.236075,11.8057,0.236115,0.00195698,3.91396e-05
8.4,11.8274,0.236548,11.8294,0.236587,0.00198452,3.96904e-05
8.5,11.851,0.237021,11.853,0.237061,0.00201216,4.02433e-05
8.6,11.8747,0.237495,11.8768,0.237536,0.00203991,4.07982e-05
8.7,11.8985,0.23797,11.9006,0.238011,0.00206776,4.13552e-05
8.8,11.9223,0.238446,11.9244,0.238488,0.00209571,4.19143e-05
8.9,11.9461,0.238923,11.9483,0.238965,0.00212377,4.24754e-05
9,11.97,0.2394,11.9722,0.239443,0.00215193,4.30386e-05
9.1,11.994,0.239879,11.9961,0.239923,0.00218019,4.36039e-05
9.2,12.0179,0.240359,12.0202,0.240403,0.00220856,4.41712e-05
9.3,12.042,0.24084,12.0442,0.240884,0.00223704,4.47407e-05
9.4,12.0661,0.241321,12.0683,0.241367,0.00226561,4.53123e-05
9.5,12.0902,0.241804,12.0925,0.24185,0.0022943,4.5886e-05
9.6,12.1144,0.242288,12.1167,0.242334,0.00232309,4.64617e-05
9.7,12.1386,0.242772,12.141,0.242819,0.00235198,4.70397e-05
9.8,12.1629,0.243258,12.1653,0.243305,0.00238099,4.76197e-05
9.9,12.1872,0.243744,12.1896,0.243792,0.00241009,4.82019e-05
10,12.2116,0.244232,12.214,0.244281,0.00243931,4.87862e-05
10.1,12.236,0.24472,12.2385,0.24477,0.00246863,4.93727e-05
10.2,12.2605,0.24521,12.263,0.24526,0.00249806,4.99613e-05
10.3,12.285,0.2457,12.2875,0.245751,0.0025276,5.0552e-05
10.4,12.3096,0.246191,12.3121,0.246243,0.00255725,5.1145e-05
10.5,12.3342,0.246684,12.3368,0.246736,0.002587,5.17401e-05
10.6,12.3589,0.247177,12.3615,0.24723,0.00261687,5.23374e-05
10.7,12.3836,0.247672,12.3862,0.247725,0.00264684,5.29368e-05
10.8,12.4083,0.248167,12.411,0.24822,0.00267692,5.35385e-05
10.9,12.4332,0.248663,12.4359,0.248717,0.00270712,5.41423e-05
11,12.458,0.249161,12.4608,0.249215,0.00273742,5.47484e-05
11.1,12.4829,0.249659,12.4857,0.249714,0.00276783,5.53566e-05
11.2,12.5079,0.250158,12.5107,0.250214,0.00279836,5.59671e-05
11.3,12.5329,0.250659,12.5358,0.250715,0.00282899,5.65798e-05
11.4,12.558,0.25116,12.5609,0.251217,0.00285974,5.71947e-05
11.5,12.5831,0.251662,12.586,0.25172,0.00289059,5.78119e-05
11.6,12.6083,0.252166,12.6112,0.252224,0.00292156,5.84313e-05
11.7,12.6335,0.25267,12.6364,0.252729,0.00295265,5.90529e-05
11.8,12.6588,0.253175,12.6617,0.253235,0.00298384,5.96768e-05
11.9,12.6841,0.253682,12.6871,0.253742,0.00301515,6.0303e-05
12,12.7094,0.254189,12.7125,0.25425,0.00304657,6.09314e-05
12.1,12.7349,0.254697,12.7379,0.254759,0.00307811,6.15621e-05
12.2,12.7603,0.255207,12.7634,0.255269,0.00310976,6.21951e-05
12.3,12.7859,0.255717,12.789,0.25578,0.00314152,6.28304e-05
12.4,12.8114,0.256229,12.8146,0.256292,0.0031734,6.34679e-05
12.5,12.837,0.256741,12.8403,0.256805,0.00320539,6.41078e-05
12.6,12.8627,0.257254,12.866,0.257319,0.0032375,6.475e-05
12.7,12.8884,0.257769,12.8917,0.257834,0.00326972,6.53944e-05
12.8,12.9142,0.258285,12.9175,0.258351,0.00330206,6.60412e-05
12.9,12.9401,0.258801,12.9434,0.258868,0.00333452,6.66904e-05
13,12.9659,0.259319,12.9693,0.259386,0.00336709,6.73418e-05
13.1,12.9919,0.259837,12.9953,0.259905,0.00339978,6.79956e-05
13.2,13.0178,0.260357,13.0213,0.260426,0.00343259,6.86518e-05
13.3,13.0439,0.260878,13.0474,0.260947,0.00346551,6.93103e-05
13.4,13.07,0.261399,13.0735,0.261469,0.00349856,6.99712e-05
13.5,13.0961,0.261922,13.0996,0.261993,0.00353172,7.06344e-05
13.6,13.1223,0.262446,13.1259,0.262517,0.003565,7.13e-05
13.7,13.1485,0.262971,13.1521,0.263043,0.0035984,7.1968e-05
13.8,13.1748,0.263497,13.1785,0.26357,0.00363192,7.26383e-05
13.9,13.2012,0.264024,13.2049,0.264097,0.00366556,7.33111e-05
14,13.2276,0.264552,13.2313,0.264626,0.00369931,7.39863e-05
14.1,13.2541,0.265081,13.2578,0.265156,0.00373319,7.46639e-05
14.2,13.2806,0.265611,13.2843,0.265687,0.00376719,7.53438e-05
14.3,13.3071,0.266142,13.3109,0.266218,0.00380131,7.60263e-05
14.4,13.3337,0.266675,13.3376,0.266751,0.00383556,7.67111e-05
14.5,13.3604,0.267208,13.3643,0.267285,0.00386992,7.73984e-05
14.6,13.3871,0.267743,13.391,0.267821,0.00390441,7.80881e-05
14.7,13.4139,0.268278,13.4178,0.268357,0.00393901,7.87803e-05
14.8,13.4407,0.268815,13.4447,0.268894,0.00397375,7.94749e-05
14.9,13.4676,0.269352,13.4716,0.269432,0.0040086,8.0172e-05
15,13.4945,0.269891,13.4986,0.269972,0.00404358,8.08716e-05
15.1,13.5215,0.270431,13.5256,0.270512,0.00407868,8.15736e-05
15.2,13.5486,0.270972,13.5527,0.271054,0.00411391,8.22782e-05
15.3,13.5757,0.271513,13.5798,0.271596,0.00414926,8.29852e-05
15.4,13.6028,0.272057,13.607,0.27214,0.00418474,8.36947e-05
15.5,13.63,0.272601,13.6343,0.272685,0.00422034,8.44067e-05
15.6,13.6573,0.273146,13.6615,0.273231,0.00425606,8.51213e-05
15.7,13.6846,0.273692,13.6889,0.273778,0.00429192,8.58384e-05
15.8,13.712,0.274239,13.7163,0.274326,0.0043279,8.6558e-05
15.9,13.7394,0.274788,13.7438,0.274875,0.004364,8.72801e-05
16,13.7669,0.275338,13.7713,0.275426,0.00440024,8.80048e-05
16.1,13.7944,0.275888,13.7988,0.275977,0.0044366,8.8732e-05
16.2,13.822,0.27644,13.8265,0.276529,0.00447309,8.94618e-05
16.3,13.8496,0.276993,13.8542,0.277083,0.00450971,9.01941e-05
16.4,13.8773,0.277547,13.8819,0.277638,0.00454645,9.09291e-05
16.5,13.9051,0.278102,13.9097,0.278194,0.00458333,9.16666e-05
16.6,13.9329,0.278658,13.9375,0.278751,0.00462033,9.24067e-05
16.7,13.9608,0.279215,13.9654,0.279309,0.00465747,9.31493e-05
16.8,13.9887,0.279774,13.9934,0.279868,0.00469473,9.38946e-05
16.9,14.0167,0.280333,14.0214,0.280428,0.00473213,9.46425e-05
17,14.0447,0.280894,14.0495,0.28099,0.00476965,9.5393e-05
17.1,14.0728,0.281456,14.0776,0.281552,0.00480731,9.61462e-05
17.2,14.1009,0.282019,14.1058,0.282116,0.0048451,9.6902e-05
17.3,14.1291,0.282583,14.134,0.282681,0.00488302,9.76604e-05
17.4,14.1574,0.283148,14.1623,0.283246,0.00492107,9.84214e-05
17.5,14.1857,0.283714,14.1907,0.283814,0.00495926,9.91851e-05
17.6,14.2141,0.284282,14.2191,0.284382,0.00499758,9.99515e-05
17.7,14.2425,0.28485,14.2476,0.284951,0.00503603,0.000100721
17.8,14.271,0.28542,14.2761,0.285522,0.00507461,0.000101492
17.9,14.2995,0.285991,14.3047,0.286093,0.00511333,0.000102267
18,14.3281,0.286563,14.3333,0.286666,0.00515219,0.000103044
18.1,14.3568,0.287136,14.362,0.28724,0.00519118,0.000103824
18.2,14.3855,0.28771,14.3907,0.287815,0.00523031,0.000104606
18.3,14.4143,0.288286,14.4196,0.288391,0.00526957,0.000105391
18.4,14.4431,0.288862,14.4484,0.288968,0.00530896,0.000106179
18.5,14.472,0.28944,14.4773,0.289547,0.0053485,0.00010697
18.6,14.5009,0.290019,14.5063,0.290127,0.00538817,0.000107763
18.7,14.5299,0.290599,14.5354,0.290707,0.00542798,0.00010856
18.8,14.559,0.29118,14.5645,0.291289,0.00546792,0.000109358
18.9,14.5881,0.291762,14.5936,0.291873,0.00550801,0.00011016
19,14.6173,0.292346,14.6228,0.292457,0.00554823,0.000110965
19.1,14.6465,0.292931,14.6521,0.293042,0.00558859,0.000111772
19.2,14.6758,0.293517,14.6815,0.293629,0.00562909,0.000112582
19.3,14.7052,0.294104,14.7108,0.294217,0.00566973,0.000113395
19.4,14.7346,0.294692,14.7403,0.294806,0.00571051,0.00011421
19.5,14.7641,0.295281,14.7698,0.295396,0.00575144,0.000115029
19.6,14.7936,0.295872,14.7994,0.295988,0.0057925,0.00011585
19.7,14.8232,0.296463,14.829,0.29658,0.0058337,0.000116674
19.8,14.8528,0.297056,14.8587,0.297174,0.00587505,0.000117501
19.9,14.8825,0.29765,14.8884,0.297769,0.00591653,0.000118331
20,14.9123,0.298246,14.9182,0.298365,0.00595816,0.000119163
20.1,14.9421,0.298842,14.9481,0.298962,0.00599994,0.000119999
20.2,14.972,0.29944,14.978,0.299561,0.00604185,0.000120837
20.3,15.0019,0.300039,15.008,0.300161,0.00608391,0.000121678
20.4,15.0319,0.300639,15.0381,0.300761,0.00612612,0.000122522
20.5,15.062,0.30124,15.0682,0.301364,0.00616847,0.000123369
20.6,15.0921,0.301843,15.0983,0.301967,0.00621096,0.000124219
20.7,15.1223,0.302446,15.1286,0.302571,0.0062536,0.000125072
20.8,15.1526,0.303051,15.1589,0.303177,0.00629638,0.000125928
20.9,15.1829,0.303657,15.1892,0.303784,0.00633931,0.000126786
21,15.2132,0.304265,15.2196,0.304392,0.00638239,0.000127648
21.1,15.2437,0.304873,15.2501,0.305002,0.00642561,0.000128512
21.2,15.2741,0.305483,15.2806,0.305612,0.00646899,0.00012938
21.3,15.3047,0.306094,15.3112,0.306224,0.00651251,0.00013025
21.4,15.3353,0.306706,15.3419,0.306837,0.00655617,0.000131123
21.5,15.366,0.30732,15.3726,0.307452,0.00659999,0.000132
21.6,15.3967,0.307934,15.4034,0.308067,0.00664396,0.000132879
21.7,15.4275,0.30855,15.4342,0.308684,0.00668807,0.000133761
21.8,15.4584,0.309167,15.4651,0.309302,0.00673234,0.000134647
21.9,15.4893,0.309785,15.496,0.309921,0.00677675,0.000135535
22,15.5203,0.310405,15.5271,0.310541,0.00682132,0.000136426
22.1,15.5513,0.311026,15.5582,0.311163,0.00686603,0.000137321
22.2,15.5824,0.311648,15.5893,0.311786,0.0069109,0.000138218
22.3,15.6136,0.312271,15.6205,0.31241,0.00695593,0.000139119
22.4,15.6448,0.312896,15.6518,0.313036,0.0070011,0.000140022
22.5,15.6761,0.313522,15.6831,0.313662,0.00704643,0.000140929
22.6,15.7074,0.314149,15.7145,0.31429,0.00709191,0.000141838
22.7,15.7388,0.314777,15.746,0.31492,0.00713754,0.000142751
22.8,15.7703,0.315406,15.7775,0.31555,0.00718333,0.000143667
22.9,15.8019,0.316037,15.8091,0.316182,0.00722927,0.000144585
23,15.8335,0.316669,15.8407,0.316815,0.00727537,0.000145507
23.1,15.8651,0.317303,15.8725,0.317449,0.00732162,0.000146432
23.2,15.8969,0.317937,15.9042,0.318085,0.00736803,0.000147361
23.3,15.9287,0.318573,15.9361,0.318721,0.0074146,0.000148292
23.4,15.9605,0.31921,15.968,0.319359,0.00746132,0.000149226
23.5,15.9924,0.319849,15.9999,0.319999,0.0075082,0.000150164
23.6,16.0244,0.320488,16.032,0.320639,0.00755524,0.000151105
23.7,16.0565,0.321129,16.0641,0.321281,0.00760243,0.000152049
23.8,16.0886,0.321772,16.0962,0.321925,0.00764979,0.000152996
23.9,16.1208,0.322415,16.1285,0.322569,0.0076973,0.000153946
24,16.153,0.32306,16.1607,0.323215,0.00774497,0.000154899
24.1,16.1853,0.323706,16.1931,0.323862,0.00779281,0.000155856
24.2,16.2177,0.324354,16.2255,0.32451,0.0078408,0.000156816
24.3,16.2501,0.325002,16.258,0.32516,0.00788895,0.000157779
24.4,16.2826,0.325652,16.2905,0.325811,0.00793727,0.000158745
24.5,16.3152,0.326304,16.3232,0.326463,0.00798575,0.000159715
24.6,16.3478,0.326956,16.3558,0.327117,0.00803439,0.000160688
24.7,16.3805,0.32761,16.3886,0.327772,0.00808319,0.000161664
24.8,16.4133,0.328265,16.4214,0.328428,0.00813215,0.000162643
24.9,16.4461,0.328922,16.4543,0.329085,0.00818128,0.000163626
25,16.479,0.32958,16.4872,0.329744,0.00823058,0.000164612
25.1,16.5119,0.330239,16.5202,0.330404,0.00828003,0.000165601
25.2,16.545,0.330899,16.5533,0.331066,0.00832966,0.000166593
25.3,16.5781,0.331561,16.5864,0.331729,0.00837944,0.000167589
25.4,16.6112,0.332224,16.6196,0.332393,0.0084294,0.000168588
25.5,16.6444,0.332889,16.6529,0.333058,0.00847952,0.00016959
25.6,16.6777,0.333554,16.6863,0.333725,0.00852981,0.000170596
25.7,16.7111,0.334222,16.7197,0.334393,0.00858026,0.000171605
25.8,16.7445,0.33489,16.7531,0.335063,0.00863088,0.000172618
25.9,16.778,0.33556,16.7867,0.335733,0.00868167,0.000173633
26,16.8115,0.336231,16.8203,0.336406,0.00873263,0.000174653
26.1,16.8452,0.336903,16.854,0.337079,0.00878376,0.000175675
26.2,16.8789,0.337577,16.8877,0.337754,0.00883506,0.000176701
26.3,16.9126,0.338252,16.9215,0.33843,0.00888653,0.000177731
26.4,16.9464,0.338929,16.9554,0.339108,0.00893816,0.000178763
26.5,16.9803,0.339607,16.9893,0.339786,0.00898997,0.000179799
26.6,17.0143,0.340286,17.0233,0.340467,0.00904196,0.000180839
26.7,17.0483,0.340966,17.0574,0.341148,0.00909411,0.000181882
26.8,17.0824,0.341648,17.0916,0.341831,0.00914643,0.000182929
26.9,17.1166,0.342332,17.1258,0.342516,0.00919893,0.000183979
27,17.1508,0.343016,17.1601,0.343201,0.00925161,0.000185032
27.1,17.1851,0.343702,17.1944,0.343888,0.00930445,0.000186089
27.2,17.2195,0.34439,17.2288,0.344577,0.00935747,0.000187149
27.3,17.2539,0.345079,17.2633,0.345267,0.00941067,0.000188213
27.4,17.2884,0.345769,17.2979,0.345958,0.00946404,0.000189281
27.5,17.323,0.34646,17.3325,0.346651,0.00951759,0.000190352
27.6,17.3577,0.347153,17.3672,0.347345,0.00957131,0.000191426
27.7,17.3924,0.347847,17.402,0.34804,0.00962521,0.000192504
27.8,17.4272,0.348543,17.4368,0.348737,0.00967929,0.000193586
27.9,17.462,0.34924,17.4717,0.349435,0.00973354,0.000194671
28,17.4969,0.349939,17.5067,0.350135,0.00978798,0.00019576
28.1,17.5319,0.350639,17.5418,0.350835,0.00984259,0.000196852
28.2,17.567,0.35134,17.5769,0.351538,0.00989738,0.000197948
28.3,17.6021,0.352043,17.6121,0.352242,0.00995235,0.000199047
28.4,17.6373,0.352747,17.6473,0.352947,0.0100075,0.00020015
28.5,17.6726,0.353452,17.6827,0.353653,0.0100628,0.000201257
28.6,17.708,0.354159,17.7181,0.354361,0.0101184,0.000202367
28.7,17.7434,0.354867,17.7535,0.355071,0.0101741,0.000203481
28.8,17.7789,0.355577,17.7891,0.355782,0.0102299,0.000204599
28.9,17.8144,0.356288,17.8247,0.356494,0.010286,0.00020572
29,17.85,0.357001,17.8604,0.357208,0.0103422,0.000206845
29.1,17.8857,0.357715,17.8961,0.357923,0.0103987,0.000207973
29.2,17.9215,0.35843,17.932,0.358639,0.0104553,0.000209106
29.3,17.9574,0.359147,17.9679,0.359357,0.0105121,0.000210242
29.4,17.9933,0.359865,18.0038,0.360077,0.0105691,0.000211381
29.5,18.0293,0.360585,18.0399,0.360798,0.0106262,0.000212525
29.6,18.0653,0.361306,18.076,0.36152,0.0106836,0.000213672
29.7,18.1014,0.362029,18.1122,0.362244,0.0107411,0.000214823
29.8,18.1376,0.362753,18.1484,0.362969,0.0107989,0.000215977
29.9,18.1739,0.363479,18.1848,0.363696,0.0108568,0.000217136
30,18.2103,0.364205,18.2212,0.364424,0.0109149,0.000218298
30.1,18.2467,0.364934,18.2577,0.365153,0.0109732,0.000219464
30.2,18.2832,0.365664,18.2942,0.365884,0.0110317,0.000220633
30.3,18.3198,0.366395,18.3308,0.366617,0.0110903,0.000221807
30.4,18.3564,0.367128,18.3675,0.367351,0.0111492,0.000222984
30.5,18.3931,0.367862,18.4043,0.368086,0.0112083,0.000224165
30.6,18.4299,0.368598,18.4412,0.368823,0.0112675,0.00022535
30.7,18.4668,0.369335,18.4781,0.369562,0.011327,0.000226539
30.8,18.5037,0.370074,18.5151,0.370301,0.0113866,0.000227732
30.9,18.5407,0.370814,18.5521,0.371043,0.0114464,0.000228929
31,18.5778,0.371555,18.5893,0.371786,0.0115064,0.000230129
31.1,18.6149,0.372299,18.6265,0.37253,0.0115667,0.000231333
31.2,18.6522,0.373043,18.6638,0.373276,0.0116271,0.000232541
31.3,18.6895,0.373789,18.7012,0.374023,0.0116877,0.000233754
31.4,18.7268,0.374537,18.7386,0.374772,0.0117485,0.00023497
31.5,18.7643,0.375286,18.7761,0.375522,0.0118095,0.00023619
31.6,18.8018,0.376036,18.8137,0.376274,0.0118707,0.000237414
31.7,18.8394,0.376789,18.8514,0.377027,0.0119321,0.000238641
31.8,18.8771,0.377542,18.8891,0.377782,0.0119937,0.000239873
31.9,18.9149,0.378297,18.9269,0.378538,0.0120555,0.000241109
32,18.9527,0.379054,18.9648,0.379296,0.0121174,0.000242349
32.1,18.9906,0.379812,19.0028,0.380056,0.0121796,0.000243593
32.2,19.0286,0.380572,19.0408,0.380816,0.012242,0.000244841
32.3,19.0666,0.381333,19.0789,0.381579,0.0123046,0.000246092
32.4,19.1048,0.382095,19.1171,0.382343,0.0123674,0.000247348
32.5,19.143,0.38286,19.1554,0.383108,0.0124304,0.000248608
32.6,19.1813,0.383625,19.1938,0.383875,0.0124936,0.000249872
32.7,19.2196,0.384393,19.2322,0.384644,0.012557,0.00025114
32.8,19.2581,0.385161,19.2707,0.385414,0.0126206,0.000252412
32.9,19.2966,0.385932,19.3093,0.386185,0.0126844,0.000253688
33,19.3352,0.386703,19.3479,0.386958,0.0127484,0.000254969
33.1,19.3738,0.387477,19.3867,0.387733,0.0128126,0.000256253
33.2,19.4126,0.388252,19.4255,0.388509,0.0128771,0.000257541
33.3,19.4514,0.389028,19.4644,0.389287,0.0129417,0.000258834
33.4,19.4903,0.389806,19.5033,0.390067,0.0130065,0.000260131
33.5,19.5293,0.390586,19.5424,0.390847,0.0130716,0.000261432
33.6,19.5684,0.391367,19.5815,0.39163,0.0131368,0.000262737
33.7,19.6075,0.39215,19.6207,0.392414,0.0132023,0.000264046
33.8,19.6467,0.392934,19.66,0.3932,0.013268,0.000265359
33.9,19.686,0.39372,19.6993,0.393987,0.0133339,0.000266677
34,19.7254,0.394508,19.7388,0.394776,0.0133999,0.000267999
34.1,19.7648,0.395297,19.7783,0.395566,0.0134663,0.000269325
34.2,19.8044,0.396087,19.8179,0.396358,0.0135328,0.000270655
34.3,19.844,0.396879,19.8576,0.397151,0.0135995,0.00027199
34.4,19.8837,0.397673,19.8973,0.397946,0.0136664,0.000273329
34.5,19.9234,0.398468,19.9372,0.398743,0.0137336,0.000274672
34.6,19.9633,0.399265,19.9771,0.399541,0.013801,0.000276019
