Time,N_numeric,R_numeric,N_analytical,R_analytical
58.7,32.3112,0.646223,32.3491,0.646981
58.8,32.3758,0.647516,32.4138,0.648277
58.9,32.4405,0.648811,32.4787,0.649574
59,32.5054,0.650108,32.5437,0.650875
59.1,32.5704,0.651408,32.6089,0.652178
59.2,32.6356,0.652711,32.6742,0.653484
59.3,32.7008,0.654017,32.7396,0.654792
59.4,32.7662,0.655325,32.8051,0.656103
59.5,32.8318,0.656635,32.8708,0.657416
59.6,32.8974,0.657949,32.9366,0.658732
59.7,32.9632,0.659265,33.0026,0.660051
59.8,33.0292,0.660583,33.0686,0.661373
59.9,33.0952,0.661904,33.1348,0.662697
60,33.1614,0.663228,33.2012,0.664023
60.1,33.2277,0.664555,33.2676,0.665353
60.2,33.2942,0.665884,33.3342,0.666685
60.3,33.3608,0.667215,33.401,0.66802
60.4,33.4275,0.66855,33.4678,0.669357
60.5,33.4943,0.669887,33.5348,0.670697
60.6,33.5613,0.671227,33.602,0.67204
60.7,33.6285,0.672569,33.6693,0.673385
60.8,33.6957,0.673914,33.7367,0.674733
60.9,33.7631,0.675262,33.8042,0.676084
61,33.8306,0.676613,33.8719,0.677438
61.1,33.8983,0.677966,33.9397,0.678794
61.2,33.9661,0.679322,34.0076,0.680153
61.3,34.034,0.68068,34.0757,0.681514
61.4,34.1021,0.682042,34.1439,0.682879
61.5,34.1703,0.683406,34.2123,0.684246
61.6,34.2386,0.684773,34.2808,0.685616
61.7,34.3071,0.686142,34.3494,0.686988
61.8,34.3757,0.687515,34.4182,0.688364
61.9,34.4445,0.68889,34.4871,0.689742
62,34.5134,0.690267,34.5561,0.691123
62.1,34.5824,0.691648,34.6253,0.692506
62.2,34.6516,0.693031,34.6946,0.693893
62.3,34.7209,0.694417,34.7641,0.695282
62.4,34.7903,0.695806,34.8337,0.696674
62.5,34.8599,0.697198,34.9034,0.698069
62.6,34.9296,0.698592,34.9733,0.699466
62.7,34.9995,0.699989,35.0433,0.700866
62.8,35.0695,0.701389,35.1135,0.70227
62.9,35.1396,0.702792,35.1838,0.703676
63,35.2099,0.704198,35.2542,0.705084
63.1,35.2803,0.705606,35.3248,0.706496
63.2,35.3509,0.707017,35.3955,0.70791
63.3,35.4216,0.708431,35.4664,0.709328
63.4,35.4924,0.709848,35.5374,0.710748
63.5,35.5634,0.711268,35.6085,0.712171
63.6,35.6345,0.71269,35.6798,0.713596
63.7,35.7058,0.714116,35.7512,0.715025
63.8,35.7772,0.715544,35.8228,0.716456
63.9,35.8488,0.716975,35.8945,0.717891
64,35.9205,0.718409,35.9664,0.719328
64.1,35.9923,0.719846,36.0384,0.720768
64.2,36.0643,0.721286,36.1106,0.722211
64.3,36.1364,0.722728,36.1828,0.723657
64.4,36.2087,0.724174,36.2553,0.725106
64.5,36.2811,0.725622,36.3279,0.726557
64.6,36.3537,0.727073,36.4006,0.728012
64.7,36.4264,0.728527,36.4735,0.729469
64.8,36.4992,0.729984,36.5465,0.73093
64.9,36.5722,0.731444,36.6197,0.732393
65,36.6454,0.732907,36.693,0.733859
65.1,36.7187,0.734373,36.7664,0.735329
65.2,36.7921,0.735842,36.84,0.736801
65.3,36.8657,0.737313,36.9138,0.738276
65.4,36.9394,0.738788,36.9877,0.739754
65.5,37.0133,0.740266,37.0617,0.741235
65.6,37.0873,0.741746,37.1359,0.742719
65.7,37.1615,0.74323,37.2103,0.744206
65.8,37.2358,0.744716,37.2848,0.745696
65.9,37.3103,0.746206,37.3594,0.747188
66,37.3849,0.747698,37.4342,0.748684
66.1,37.4597,0.749193,37.5092,0.750183
66.2,37.5346,0.750692,37.5843,0.751685
66.3,37.6097,0.752193,37.6595,0.75319
66.4,37.6849,0.753698,37.7349,0.754698
66.5,37.7602,0.755205,37.8104,0.756209
66.6,37.8358,0.756715,37.8861,0.757723
66.7,37.9114,0.758229,37.962,0.75924
66.8,37.9873,0.759745,38.038,0.76076
66.9,38.0632,0.761265,38.1141,0.762283
67,38.1394,0.762787,38.1904,0.763809
67.1,38.2156,0.764313,38.2669,0.765338
67.2,38.2921,0.765841,38.3435,0.76687
67.3,38.3687,0.767373,38.4203,0.768405
67.4,38.4454,0.768908,38.4972,0.769944
67.5,38.5223,0.770446,38.5743,0.771485
67.6,38.5993,0.771987,38.6515,0.77303
67.7,38.6765,0.773531,38.7289,0.774577
67.8,38.7539,0.775078,38.8064,0.776128
67.9,38.8314,0.776628,38.8841,0.777682
68,38.9091,0.778181,38.9619,0.779239
68.1,38.9869,0.779737,39.0399,0.780799
68.2,39.0648,0.781297,39.1181,0.782362
68.3,39.143,0.782859,39.1964,0.783928
68.4,39.2213,0.784425,39.2749,0.785498
68.5,39.2997,0.785994,39.3535,0.78707
68.6,39.3783,0.787566,39.4323,0.788646
68.7,39.4571,0.789141,39.5112,0.790225
68.8,39.536,0.790719,39.5903,0.791807
68.9,39.615,0.792301,39.6696,0.793392
69,39.6943,0.793885,39.749,0.79498
69.1,39.7737,0.795473,39.8286,0.796572
69.2,39.8532,0.797064,39.9083,0.798167
69.3,39.9329,0.798658,39.9882,0.799765
69.4,40.0128,0.800256,40.0683,0.801366
69.5,40.0928,0.801856,40.1485,0.80297
69.6,40.173,0.80346,40.2289,0.804578
69.7,40.2533,0.805067,40.3094,0.806188
69.8,40.3338,0.806677,40.3901,0.807802
69.9,40.4145,0.80829,40.471,0.80942
70,40.4953,0.809907,40.552,0.81104
70.1,40.5763,0.811527,40.6332,0.812664
70.2,40.6575,0.81315,40.7145,0.814291
70.3,40.7388,0.814776,40.796,0.815921
70.4,40.8203,0.816406,40.8777,0.817554
70.5,40.9019,0.818038,40.9596,0.819191
70.6,40.9837,0.819674,41.0416,0.820831
70.7,41.0657,0.821314,41.1237,0.822474
70.8,41.1478,0.822956,41.2061,0.824121
70.9,41.2301,0.824602,41.2885,0.825771
71,41.3126,0.826252,41.3712,0.827424
71.1,41.3952,0.827904,41.454,0.829081
71.2,41.478,0.82956,41.537,0.83074
71.3,41.5609,0.831219,41.6202,0.832404
71.4,41.6441,0.832881,41.7035,0.83407
71.5,41.7274,0.834547,41.787,0.83574
71.6,41.8108,0.836216,41.8706,0.837413
71.7,41.8944,0.837889,41.9545,0.839089
71.8,41.9782,0.839564,42.0385,0.840769
71.9,42.0622,0.841244,42.1226,0.842453
72,42.1463,0.842926,42.207,0.844139
72.1,42.2306,0.844612,42.2915,0.845829
72.2,42.3151,0.846301,42.3761,0.847522
72.3,42.3997,0.847994,42.461,0.849219
72.4,42.4845,0.84969,42.546,0.850919
72.5,42.5695,0.851389,42.6311,0.852623
72.6,42.6546,0.853092,42.7165,0.85433
72.7,42.7399,0.854798,42.802,0.85604
72.8,42.8254,0.856508,42.8877,0.857754
72.9,42.911,0.858221,42.9736,0.859471
73,42.9969,0.859937,43.0596,0.861192
73.1,43.0829,0.861657,43.1458,0.862916
73.2,43.169,0.86338,43.2322,0.864644
73.3,43.2554,0.865107,43.3187,0.866375
73.4,43.3419,0.866837,43.4055,0.868109
73.5,43.4285,0.868571,43.4924,0.869847
73.6,43.5154,0.870308,43.5794,0.871588
73.7,43.6024,0.872049,43.6667,0.873333
73.8,43.6896,0.873793,43.7541,0.875082
73.9,43.777,0.87554,43.8417,0.876834
74,43.8646,0.877292,43.9295,0.878589
74.1,43.9523,0.879046,44.0174,0.880348
74.2,44.0402,0.880804,44.1055,0.882111
74.3,44.1283,0.882566,44.1938,0.883877
74.4,44.2165,0.884331,44.2823,0.885646
74.5,44.305,0.8861,44.371,0.887419
74.6,44.3936,0.887872,44.4598,0.889196
74.7,44.4824,0.889648,44.5488,0.890976
74.8,44.5713,0.891427,44.638,0.89276
74.9,44.6605,0.89321,44.7273,0.894547
75,44.7498,0.894996,44.8169,0.896338
75.1,44.8393,0.896786,44.9066,0.898132
75.2,44.929,0.89858,44.9965,0.89993
75.3,45.0188,0.900377,45.0866,0.901732
75.4,45.1089,0.902178,45.1769,0.903537
75.5,45.1991,0.903982,45.2673,0.905346
75.6,45.2895,0.90579,45.3579,0.907159
75.7,45.3801,0.907601,45.4487,0.908975
75.8,45.4708,0.909417,45.5397,0.910795
75.9,45.5618,0.911236,45.6309,0.912618
76,45.6529,0.913058,45.7223,0.914445
76.1,45.7442,0.914884,45.8138,0.916276
76.2,45.8357,0.916714,45.9055,0.91811
76.3,45.9274,0.918547,45.9974,0.919948
76.4,46.0192,0.920384,46.0895,0.92179
76.5,46.1113,0.922225,46.1818,0.923635
76.6,46.2035,0.92407,46.2742,0.925484
76.7,46.2959,0.925918,46.3669,0.927337
76.8,46.3885,0.92777,46.4597,0.929194
76.9,46.4813,0.929625,46.5527,0.931054
77,46.5742,0.931484,46.6459,0.932918
77.1,46.6674,0.933347,46.7393,0.934786
77.2,46.7607,0.935214,46.8329,0.936657
77.3,46.8542,0.937084,46.9266,0.938532
77.4,46.9479,0.938959,47.0206,0.940411
77.5,47.0418,0.940837,47.1147,0.942294
77.6,47.1359,0.942718,47.209,0.944181
77.7,47.2302,0.944604,47.3035,0.946071
77.8,47.3246,0.946493,47.3982,0.947965
77.9,47.4193,0.948386,47.4931,0.949863
78,47.5141,0.950283,47.5882,0.951764
78.1,47.6092,0.952183,47.6835,0.95367
78.2,47.7044,0.954088,47.7789,0.955579
78.3,47.7998,0.955996,47.8746,0.957492
78.4,47.8954,0.957908,47.9704,0.959409
78.5,47.9912,0.959824,48.0665,0.96133
78.6,48.0872,0.961743,48.1627,0.963254
78.7,48.1833,0.963667,48.2591,0.965183
78.8,48.2797,0.965594,48.3557,0.967115
78.9,48.3763,0.967525,48.4526,0.969051
79,48.473,0.96946,48.5496,0.970991
79.1,48.57,0.971399,48.6468,0.972935
79.2,48.6671,0.973342,48.7441,0.974883
79.3,48.7644,0.975289,48.8417,0.976835
79.4,48.862,0.977239,48.9395,0.97879
79.5,48.9597,0.979194,49.0375,0.98075
79.6,49.0576,0.981152,49.1357,0.982713
79.7,49.1557,0.983114,49.234,0.984681
79.8,49.254,0.985081,49.3326,0.986652
79.9,49.3525,0.987051,49.4314,0.988627
80,49.4512,0.989025,49.5303,0.990606
80.1,49.5501,0.991003,49.6295,0.99259
80.2,49.6492,0.992985,49.7288,0.994577
80.3,49.7485,0.994971,49.8284,0.996568
80.4,49.848,0.996961,49.9282,0.998563
80.5,49.9477,0.998955,50.0281,1.00056
80.6,50.0476,1.00095,50.1283,1.00257
80.7,50.1477,1.00295,50.2286,1.00457
80.8,50.248,1.00496,50.3292,1.00658
80.9,50.3485,1.00697,50.4299,1.0086
81,50.4492,1.00898,50.5309,1.01062
81.1,50.5501,1.011,50.6321,1.01264
81.2,50.6512,1.01302,50.7334,1.01467
81.3,50.7525,1.01505,50.835,1.0167
81.4,50.854,1.01708,50.9368,1.01874
81.5,50.9557,1.01911,51.0387,1.02077
81.6,51.0576,1.02115,51.1409,1.02282
81.7,51.1598,1.0232,51.2433,1.02487
81.8,51.2621,1.02524,51.3459,1.02692
81.9,51.3646,1.02729,51.4487,1.02897
82,51.4673,1.02935,51.5517,1.03103
82.1,51.5703,1.03141,51.6549,1.0331
82.2,51.6734,1.03347,51.7583,1.03517
82.3,51.7768,1.03554,51.8619,1.03724
82.4,51.8803,1.03761,51.9658,1.03932
82.5,51.9841,1.03968,52.0698,1.0414
82.6,52.088,1.04176,52.174,1.04348
82.7,52.1922,1.04384,52.2785,1.04557
82.8,52.2966,1.04593,52.3832,1.04766
82.9,52.4012,1.04802,52.488,1.04976
83,52.506,1.05012,52.5931,1.05186
83.1,52.611,1.05222,52.6984,1.05397
83.2,52.7162,1.05432,52.8039,1.05608
83.3,52.8217,1.05643,52.9096,1.05819
83.4,52.9273,1.05855,53.0155,1.06031
83.5,53.0332,1.06066,53.1217,1.06243
83.6,53.1392,1.06278,53.228,1.06456
83.7,53.2455,1.06491,53.3346,1.06669
83.8,53.352,1.06704,53.4414,1.06883
83.9,53.4587,1.06917,53.5484,1.07097
84,53.5656,1.07131,53.6556,1.07311
84.1,53.6727,1.07345,53.763,1.07526
84.2,53.7801,1.0756,53.8706,1.07741
84.3,53.8877,1.07775,53.9785,1.07957
84.4,53.9954,1.07991,54.0865,1.08173
84.5,54.1034,1.08207,54.1948,1.0839
84.6,54.2116,1.08423,54.3033,1.08607
84.7,54.32,1.0864,54.412,1.08824
84.8,54.4287,1.08857,54.521,1.09042
84.9,54.5375,1.09075,54.6301,1.0926
85,54.6466,1.09293,54.7395,1.09479
85.1,54.7559,1.09512,54.8491,1.09698
85.2,54.8654,1.09731,54.9589,1.09918
85.3,54.9752,1.0995,55.0689,1.10138
85.4,55.0851,1.1017,55.1791,1.10358
85.5,55.1953,1.10391,55.2896,1.10579
85.6,55.3057,1.10611,55.4003,1.10801
85.7,55.4163,1.10833,55.5112,1.11022
85.8,55.5271,1.11054,55.6223,1.11245
85.9,55.6382,1.11276,55.7337,1.11467
86,55.7494,1.11499,55.8453,1.11691
86.1,55.8609,1.11722,55.9571,1.11914
86.2,55.9727,1.11945,56.0691,1.12138
86.3,56.0846,1.12169,56.1814,1.12363
86.4,56.1968,1.12394,56.2938,1.12588
86.5,56.3092,1.12618,56.4065,1.12813
86.6,56.4218,1.12844,56.5195,1.13039
86.7,56.5346,1.13069,56.6326,1.13265
86.8,56.6477,1.13295,56.746,1.13492
86.9,56.761,1.13522,56.8596,1.13719
87,56.8745,1.13749,56.9734,1.13947
87.1,56.9883,1.13977,57.0875,1.14175
87.2,57.1022,1.14204,57.2018,1.14404
87.3,57.2164,1.14433,57.3163,1.14633
87.4,57.3309,1.14662,57.431,1.14862
87.5,57.4455,1.14891,57.546,1.15092
87.6,57.5604,1.15121,57.6612,1.15322
87.7,57.6756,1.15351,57.7767,1.15553
87.8,57.7909,1.15582,57.8923,1.15785
87.9,57.9065,1.15813,58.0082,1.16016
88,58.0223,1.16045,58.1244,1.16249
88.1,58.1383,1.16277,58.2407,1.16481
88.2,58.2546,1.16509,58.3573,1.16715
88.3,58.3711,1.16742,58.4742,1.16948
88.4,58.4879,1.16976,58.5912,1.17182
88.5,58.6048,1.1721,58.7085,1.17417
88.6,58.7221,1.17444,58.8261,1.17652
88.7,58.8395,1.17679,58.9438,1.17888
88.8,58.9572,1.17914,59.0618,1.18124
88.9,59.0751,1.1815,59.1801,1.1836
89,59.1932,1.18386,59.2986,1.18597
89.1,59.3116,1.18623,59.4173,1.18835
89.2,59.4303,1.18861,59.5362,1.19072
89.3,59.5491,1.19098,59.6554,1.19311
89.4,59.6682,1.19336,59.7749,1.1955
89.5,59.7876,1.19575,59.8945,1.19789
89.6,59.9071,1.19814,60.0144,1.20029
89.7,60.0269,1.20054,60.1346,1.20269
89.8,60.147,1.20294,60.255,1.2051
89.9,60.2673,1.20535,60.3756,1.20751
90,60.3878,1.20776,60.4965,1.20993
90.1,60.5086,1.21017,60.6176,1.21235
90.2,60.6296,1.21259,60.7389,1.21478
90.3,60.7509,1.21502,60.8605,1.21721
90.4,60.8724,1.21745,60.9824,1.21965
90.5,60.9941,1.21988,61.1045,1.22209
90.6,61.1161,1.22232,61.2268,1.22454
90.7,61.2383,1.22477,61.3494,1.22699
90.8,61.3608,1.22722,61.4722,1.22944
90.9,61.4835,1.22967,61.5953,1.23191
91,61.6065,1.23213,61.7186,1.23437
91.1,61.7297,1.23459,61.8421,1.23684
91.2,61.8532,1.23706,61.966,1.23932
91.3,61.9769,1.23954,62.09,1.2418
91.4,62.1008,1.24202,62.2143,1.24429
91.5,62.225,1.2445,62.3389,1.24678
91.6,62.3495,1.24699,62.4637,1.24927
91.7,62.4742,1.24948,62.5887,1.25177
91.8,62.5991,1.25198,62.714,1.25428
91.9,62.7243,1.25449,62.8396,1.25679
92,62.8498,1.257,62.9654,1.25931
92.1,62.9755,1.25951,63.0914,1.26183
92.2,63.1014,1.26203,63.2177,1.26435
92.3,63.2276,1.26455,63.3443,1.26689
92.4,63.3541,1.26708,63.4711,1.26942
92.5,63.4808,1.26962,63.5982,1.27196
92.6,63.6078,1.27216,63.7255,1.27451
92.7,63.735,1.2747,63.8531,1.27706
92.8,63.8625,1.27725,63.9809,1.27962
92.9,63.9902,1.2798,64.109,1.28218
93,64.1182,1.28236,64.2374,1.28475
93.1,64.2464,1.28493,64.366,1.28732
93.2,64.3749,1.2875,64.4948,1.2899
93.3,64.5036,1.29007,64.624,1.29248
93.4,64.6326,1.29265,64.7533,1.29507
93.5,64.7619,1.29524,64.883,1.29766
93.6,64.8914,1.29783,65.0129,1.30026
93.7,65.0212,1.30042,65.143,1.30286
93.8,65.1513,1.30303,65.2734,1.30547
93.9,65.2816,1.30563,65.4041,1.30808
94,65.4121,1.30824,65.535,1.3107
94.1,65.5429,1.31086,65.6662,1.31332
94.2,65.674,1.31348,65.7977,1.31595
94.3,65.8054,1.31611,65.9294,1.31859
94.4,65.937,1.31874,66.0614,1.32123
94.5,66.0689,1.32138,66.1937,1.32387
94.6,66.201,1.32402,66.3262,1.32652
94.7,66.3334,1.32667,66.459,1.32918
94.8,66.4661,1.32932,66.592,1.33184
94.9,66.599,1.33198,66.7254,1.33451
95,66.7322,1.33464,66.8589,1.33718
95.1,66.8657,1.33731,66.9928,1.33986
95.2,66.9994,1.33999,67.1269,1.34254
95.3,67.1334,1.34267,67.2613,1.34523
95.4,67.2677,1.34535,67.396,1.34792
95.5,67.4022,1.34804,67.5309,1.35062
95.6,67.537,1.35074,67.6661,1.35332
95.7,67.6721,1.35344,67.8016,1.35603
95.8,67.8074,1.35615,67.9373,1.35875
95.9,67.943,1.35886,68.0733,1.36147
96,68.0789,1.36158,68.2096,1.36419
96.1,68.2151,1.3643,68.3461,1.36692
96.2,68.3515,1.36703,68.483,1.36966
96.3,68.4882,1.36976,68.6201,1.3724
96.4,68.6252,1.3725,68.7574,1.37515
96.5,68.7624,1.37525,68.8951,1.3779
96.6,68.9,1.378,69.033,1.38066
96.7,69.0378,1.38076,69.1712,1.38342
96.8,69.1758,1.38352,69.3097,1.38619
96.9,69.3142,1.38628,69.4485,1.38897
97,69.4528,1.38906,69.5875,1.39175
97.1,69.5917,1.39183,69.7268,1.39454
97.2,69.7309,1.39462,69.8664,1.39733
97.3,69.8704,1.39741,70.0063,1.40013
97.4,70.0101,1.4002,70.1464,1.40293
97.5,70.1501,1.403,70.2869,1.40574
97.6,70.2904,1.40581,70.4276,1.40855
97.7,70.431,1.40862,70.5686,1.41137
97.8,70.5719,1.41144,70.7099,1.4142
97.9,70.713,1.41426,70.8514,1.41703
98,70.8544,1.41709,70.9933,1.41987
98.1,70.9962,1.41992,71.1354,1.42271
98.2,71.1381,1.42276,71.2778,1.42556
98.3,71.2804,1.42561,71.4205,1.42841
98.4,71.423,1.42846,71.5635,1.43127
98.5,71.5658,1.43132,71.7068,1.43414
98.6,71.709,1.43418,71.8503,1.43701
98.7,71.8524,1.43705,71.9942,1.43988
98.8,71.9961,1.43992,72.1383,1.44277
98.9,72.1401,1.4428,72.2827,1.44565
99,72.2844,1.44569,72.4274,1.44855
99.1,72.4289,1.44858,72.5724,1.45145
99.2,72.5738,1.45148,72.7177,1.45435
99.3,72.7189,1.45438,72.8633,1.45727
99.4,72.8644,1.45729,73.0092,1.46018
99.5,73.0101,1.4602,73.1553,1.46311
99.6,73.1561,1.46312,73.3018,1.46604
99.7,73.3024,1.46605,73.4485,1.46897
99.8,73.449,1.46898,73.5956,1.47191
99.9,73.5959,1.47192,73.7429,1.47486
100,73.7431,1.47486,73.8906,1.47781
