Time,Population
10.93,12.4431
10.94,12.4456
10.95,12.448
10.96,12.4505
10.97,12.453
10.98,12.4555
10.99,12.458
11,12.4605
11.01,12.463
11.02,12.4655
11.03,12.468
11.04,12.4705
11.05,12.473
11.06,12.4755
11.07,12.4779
11.08,12.4804
11.09,12.4829
11.1,12.4854
11.11,12.4879
11.12,12.4904
11.13,12.4929
11.14,12.4954
11.15,12.4979
11.16,12.5004
11.17,12.5029
11.18,12.5054
11.19,12.5079
11.2,12.5104
11.21,12.5129
11.22,12.5154
11.23,12.5179
11.24,12.5204
11.25,12.5229
11.26,12.5255
11.27,12.528
11.28,12.5305
11.29,12.533
11.3,12.5355
11.31,12.538
11.32,12.5405
11.33,12.543
11.34,12.5455
11.35,12.548
11.36,12.5505
11.37,12.553
11.38,12.5555
11.39,12.5581
11.4,12.5606
11.41,12.5631
11.42,12.5656
11.43,12.5681
11.44,12.5706
11.45,12.5731
11.46,12.5756
11.47,12.5782
11.48,12.5807
11.49,12.5832
11.5,12.5857
11.51,12.5882
11.52,12.5907
11.53,12.5933
11.54,12.5958
11.55,12.5983
11.56,12.6008
11.57,12.6033
11.58,12.6059
11.59,12.6084
11.6,12.6109
11.61,12.6134
11.62,12.6159
11.63,12.6185
11.64,12.621
11.65,12.6235
11.66,12.626
11.67,12.6286
11.68,12.6311
11.69,12.6336
11.7,12.6361
11.71,12.6387
11.72,12.6412
11.73,12.6437
11.74,12.6463
11.75,12.6488
11.76,12.6513
11.77,12.6539
11.78,12.6564
11.79,12.6589
11.8,12.6614
11.81,12.664
11.82,12.6665
11.83,12.669
11.84,12.6716
11.85,12.6741
11.86,12.6766
11.87,12.6792
11.88,12.6817
11.89,12.6843
11.9,12.6868
11.91,12.6893
11.92,12.6919
11.93,12.6944
11.94,12.6969
11.95,12.6995
11.96,12.702
11.97,12.7046
11.98,12.7071
11.99,12.7096
12,12.7122
12.01,12.7147
12.02,12.7173
12.03,12.7198
12.04,12.7224
12.05,12.7249
12.06,12.7274
12.07,12.73
12.08,12.7325
12.09,12.7351
12.1,12.7376
12.11,12.7402
12.12,12.7427
12.13,12.7453
12.14,12.7478
12.15,12.7504
12.16,12.7529
12.17,12.7555
12.18,12.758
12.19,12.7606
12.2,12.7631
12.21,12.7657
12.22,12.7682
12.23,12.7708
12.24,12.7733
12.25,12.7759
12.26,12.7785
12.27,12.781
12.28,12.7836
12.29,12.7861
12.3,12.7887
12.31,12.7912
12.32,12.7938
12.33,12.7964
12.34,12.7989
12.35,12.8015
12.36,12.804
12.37,12.8066
12.38,12.8092
12.39,12.8117
12.4,12.8143
12.41,12.8168
12.42,12.8194
12.43,12.822
12.44,12.8245
12.45,12.8271
12.46,12.8297
